PRODUCT,DRAW NUMBER,SEQUENCE NUMBER,DRAW DATE,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,BONUS NUMBER
649,1023,0,11/10/1993,6,27,33,41,47,48,7
649,1024,0,11/13/1993,5,6,12,13,34,45,22
649,1025,0,11/17/1993,8,28,30,33,37,46,24
649,1026,0,11/20/1993,12,15,25,34,37,49,42
649,1027,0,11/24/1993,1,19,22,23,24,34,47
649,1028,0,11/27/1993,11,14,16,19,44,46,2
649,1029,0,12/1/1993,1,4,15,27,32,45,38
649,1030,0,12/4/1993,25,29,30,32,33,42,31
649,1031,0,12/8/1993,7,9,19,28,34,45,12
649,1032,0,12/11/1993,9,15,32,37,42,46,41
649,1033,0,12/15/1993,11,25,28,29,33,43,20
649,1034,0,12/18/1993,5,22,25,27,30,44,14
649,1035,0,12/22/1993,4,9,17,26,32,37,22
649,1036,0,12/25/1993,1,7,13,24,40,46,45
649,1037,0,12/29/1993,2,6,15,29,31,37,47
649,1038,0,1/1/1994,5,11,25,29,38,39,23
649,1039,0,1/5/1994,2,12,19,21,24,43,26
649,1040,0,1/8/1994,1,4,22,23,34,35,37
649,1041,0,1/12/1994,10,24,26,30,40,47,6
649,1042,0,1/15/1994,11,15,27,30,46,49,19
649,1043,0,1/19/1994,4,14,17,20,21,33,1
649,1044,0,1/22/1994,4,13,30,37,41,46,6
649,1045,0,1/26/1994,13,14,27,31,38,40,12
649,1046,0,1/29/1994,5,8,37,42,47,48,49
649,1047,0,2/2/1994,9,10,30,31,37,44,4
649,1048,0,2/5/1994,1,2,13,17,31,41,22
649,1049,0,2/9/1994,17,19,20,21,35,41,42
649,1050,0,2/12/1994,2,12,27,36,39,41,1
649,1051,0,2/16/1994,7,22,25,39,45,48,37
649,1052,0,2/19/1994,10,14,21,36,37,38,47
649,1053,0,2/23/1994,5,7,11,31,35,46,30
649,1054,0,2/26/1994,1,11,26,28,30,31,10
649,1055,0,3/2/1994,5,10,14,35,43,47,26
649,1056,0,3/5/1994,2,10,25,38,41,42,7
649,1057,0,3/9/1994,10,13,14,34,36,42,40
649,1058,0,3/12/1994,1,15,24,36,37,43,13
649,1059,0,3/16/1994,22,24,37,38,46,49,35
649,1060,0,3/19/1994,12,13,15,37,38,42,23
649,1061,0,3/23/1994,5,8,32,33,47,49,46
649,1062,0,3/26/1994,11,13,20,29,34,49,30
649,1063,0,3/30/1994,13,15,23,28,46,49,21
649,1064,0,4/2/1994,8,31,33,34,45,46,37
649,1065,0,4/6/1994,5,17,20,27,28,31,47
649,1066,0,4/9/1994,4,9,30,31,45,49,32
649,1067,0,4/13/1994,9,16,22,27,38,48,35
649,1068,0,4/16/1994,9,10,18,21,25,47,45
649,1069,0,4/20/1994,10,20,26,35,42,43,48
649,1070,0,4/23/1994,8,12,18,24,30,44,22
649,1071,0,4/27/1994,11,24,40,42,44,45,49
649,1072,0,4/30/1994,4,11,17,28,30,32,23
649,1073,0,5/4/1994,9,11,22,27,37,42,43
649,1074,0,5/7/1994,2,5,7,9,21,24,22
649,1075,0,5/11/1994,2,3,17,38,40,42,1
649,1076,0,5/14/1994,8,22,29,42,46,48,39
649,1077,0,5/18/1994,1,4,8,30,31,33,21
649,1078,0,5/21/1994,4,10,25,33,36,46,30
649,1079,0,5/25/1994,5,22,27,35,38,47,37
649,1080,0,5/28/1994,11,16,35,37,46,49,34
649,1081,0,6/1/1994,12,13,16,29,44,45,40
649,1082,0,6/4/1994,13,17,33,39,42,46,29
649,1083,0,6/8/1994,18,21,24,31,35,39,14
649,1084,0,6/11/1994,10,13,31,32,39,46,18
649,1085,0,6/15/1994,2,20,22,23,24,31,38
649,1086,0,6/18/1994,2,3,31,36,46,48,7
649,1087,0,6/22/1994,8,10,31,34,40,41,49
649,1088,0,6/25/1994,9,14,21,26,27,35,38
649,1089,0,6/29/1994,10,13,14,34,39,48,23
649,1090,0,7/2/1994,12,24,28,34,35,42,14
649,1091,0,7/6/1994,30,34,37,38,40,49,16
649,1092,0,7/9/1994,17,30,33,42,45,48,43
649,1093,0,7/13/1994,6,8,12,44,46,47,36
649,1094,0,7/16/1994,21,27,28,32,38,42,22
649,1095,0,7/20/1994,10,17,19,31,35,48,13
649,1096,0,7/23/1994,4,11,16,26,28,38,47
649,1097,0,7/27/1994,3,8,12,26,29,42,13
649,1098,0,7/30/1994,10,21,22,35,42,45,26
649,1099,0,8/3/1994,13,16,18,27,28,41,32
649,1100,0,8/6/1994,3,8,11,12,21,48,43
649,1101,0,8/10/1994,1,12,14,34,39,48,3
649,1102,0,8/13/1994,8,9,16,18,22,37,33
649,1103,0,8/17/1994,18,21,23,24,28,41,19
649,1104,0,8/20/1994,14,18,26,31,34,40,5
649,1105,0,8/24/1994,7,9,19,25,42,44,11
649,1106,0,8/27/1994,1,7,14,18,26,33,10
649,1107,0,8/31/1994,1,14,19,34,42,49,32
649,1108,0,9/3/1994,1,2,34,35,45,47,49
649,1109,0,9/7/1994,2,3,13,27,30,49,7
649,1110,0,9/10/1994,3,7,8,21,27,37,40
649,1111,0,9/14/1994,15,20,36,37,48,49,21
649,1112,0,9/17/1994,4,20,31,35,43,46,36
649,1113,0,9/21/1994,23,24,25,29,34,48,20
649,1114,0,9/24/1994,8,11,14,18,25,43,37
649,1115,0,9/28/1994,1,19,24,26,31,32,10
649,1116,0,10/1/1994,7,12,13,19,20,27,2
649,1117,0,10/5/1994,10,15,17,20,22,37,25
649,1118,0,10/8/1994,9,19,31,32,38,40,8
649,1119,0,10/12/1994,6,7,9,17,19,44,47
649,1120,0,10/15/1994,10,11,32,36,45,46,43
649,1121,0,10/19/1994,4,9,18,22,34,42,2
649,1122,0,10/22/1994,6,9,14,29,38,46,5
649,1123,0,10/26/1994,18,19,20,23,30,42,28
649,1124,0,10/29/1994,11,13,18,33,39,41,31
649,1125,0,11/2/1994,19,25,26,41,44,45,20
649,1126,0,11/5/1994,6,7,16,22,37,38,11
649,1127,0,11/9/1994,6,19,20,31,43,48,33
649,1128,0,11/12/1994,21,28,35,40,45,47,19
649,1129,0,11/16/1994,23,29,33,34,38,42,43
649,1130,0,11/19/1994,6,14,23,27,38,40,21
649,1131,0,11/23/1994,5,7,9,10,13,49,28
649,1132,0,11/26/1994,9,13,14,31,45,46,33
649,1133,0,11/30/1994,12,32,41,42,46,49,39
649,1134,0,12/3/1994,2,14,31,36,44,49,25
649,1135,0,12/7/1994,7,15,31,36,38,39,48
649,1136,0,12/10/1994,9,15,27,33,36,39,35
649,1137,0,12/14/1994,8,12,30,33,34,44,31
649,1138,0,12/17/1994,11,23,30,39,40,41,16
649,1139,0,12/21/1994,16,17,26,30,40,43,22
649,1140,0,12/24/1994,1,10,18,19,27,42,44
649,1141,0,12/28/1994,10,21,22,27,28,43,17
649,1142,0,12/31/1994,10,12,30,32,34,38,39
649,1143,0,1/4/1995,21,22,24,31,33,34,41
649,1144,0,1/7/1995,5,7,11,30,43,49,15
649,1145,0,1/11/1995,3,5,10,28,41,47,42
649,1146,0,1/14/1995,15,25,30,33,45,46,1
649,1147,0,1/18/1995,3,8,15,18,26,34,25
649,1148,0,1/21/1995,6,9,13,23,26,41,37
649,1149,0,1/25/1995,7,8,31,35,37,41,42
649,1150,0,1/28/1995,2,7,8,20,28,34,46
649,1151,0,2/1/1995,10,32,35,37,39,47,17
649,1152,0,2/4/1995,2,22,25,26,32,46,17
649,1153,0,2/8/1995,16,18,21,22,27,47,5
649,1154,0,2/11/1995,6,17,23,28,35,47,45
649,1155,0,2/15/1995,6,15,28,38,43,47,14
649,1156,0,2/18/1995,6,19,27,33,43,47,41
649,1157,0,2/22/1995,15,16,19,30,35,39,17
649,1158,0,2/25/1995,6,9,13,31,35,47,16
649,1159,0,3/1/1995,1,19,20,36,46,49,24
649,1160,0,3/4/1995,6,10,12,39,41,49,35
649,1161,0,3/8/1995,9,13,24,28,30,44,42
649,1162,0,3/11/1995,10,31,32,35,38,46,45
649,1163,0,3/15/1995,1,8,22,34,38,43,20
649,1164,0,3/18/1995,5,8,24,32,47,48,1
649,1165,0,3/22/1995,3,9,16,19,32,47,17
649,1166,0,3/25/1995,17,18,34,41,43,48,47
649,1167,0,3/29/1995,2,4,6,26,27,44,31
649,1168,0,4/1/1995,18,20,21,30,34,46,25
649,1169,0,4/5/1995,6,15,23,24,34,42,4
649,1170,0,4/8/1995,4,8,36,41,45,46,18
649,1171,0,4/12/1995,16,17,19,32,35,42,33
649,1172,0,4/15/1995,2,6,8,17,25,40,23
649,1173,0,4/19/1995,3,4,11,12,28,31,8
649,1174,0,4/22/1995,5,19,30,33,36,39,23
649,1175,0,4/26/1995,3,17,19,21,27,46,29
649,1176,0,4/29/1995,1,3,8,11,22,30,5
649,1177,0,5/3/1995,5,16,17,32,45,48,10
649,1178,0,5/6/1995,3,7,13,17,32,48,14
649,1179,0,5/10/1995,12,15,19,25,26,32,10
649,1180,0,5/13/1995,1,9,23,34,37,43,6
649,1181,0,5/17/1995,1,3,7,27,34,41,21
649,1182,0,5/20/1995,5,12,24,29,38,41,47
649,1183,0,5/24/1995,2,5,9,14,44,46,42
649,1184,0,5/27/1995,18,19,29,31,35,43,10
649,1185,0,5/31/1995,17,25,27,30,32,36,49
649,1186,0,6/3/1995,19,33,34,35,40,41,12
649,1187,0,6/7/1995,13,14,28,33,34,48,9
649,1188,0,6/10/1995,6,10,23,40,46,49,36
649,1189,0,6/14/1995,9,14,26,32,33,48,47
649,1190,0,6/17/1995,5,6,14,32,44,45,21
649,1191,0,6/21/1995,1,4,5,9,27,42,13
649,1192,0,6/24/1995,4,13,15,19,30,46,43
649,1193,0,6/28/1995,3,30,31,33,34,41,1
649,1194,0,7/1/1995,7,9,20,26,32,38,25
649,1195,0,7/5/1995,5,17,24,25,28,49,30
649,1196,0,7/8/1995,7,18,20,27,42,48,3
649,1197,0,7/12/1995,13,32,35,38,40,44,47
649,1198,0,7/15/1995,5,11,17,25,34,49,23
649,1199,0,7/19/1995,6,11,17,26,27,47,1
649,1200,0,7/22/1995,9,12,27,30,36,37,13
649,1201,0,7/26/1995,16,18,29,31,41,47,28
649,1202,0,7/29/1995,8,13,16,37,39,46,34
649,1203,0,8/2/1995,2,11,23,33,43,46,16
649,1204,0,8/5/1995,13,21,27,30,38,43,39
649,1205,0,8/9/1995,3,7,17,21,32,46,35
649,1206,0,8/12/1995,16,18,20,30,32,42,11
649,1207,0,8/16/1995,19,20,28,30,31,43,35
649,1208,0,8/19/1995,7,24,36,40,46,48,27
649,1209,0,8/23/1995,4,7,13,20,27,30,37
649,1210,0,8/26/1995,1,16,23,32,35,45,10
649,1211,0,8/30/1995,20,21,27,36,37,47,3
649,1212,0,9/2/1995,4,12,28,31,45,46,6
649,1213,0,9/6/1995,7,18,21,23,32,46,38
649,1214,0,9/9/1995,2,6,12,18,38,42,28
649,1215,0,9/13/1995,2,3,13,16,22,48,49
649,1216,0,9/16/1995,7,10,30,36,38,49,25
649,1217,0,9/20/1995,8,13,17,18,27,32,20
649,1218,0,9/23/1995,3,5,21,32,43,46,4
649,1219,0,9/27/1995,12,17,19,22,42,48,4
649,1220,0,9/30/1995,12,13,18,19,36,48,23
649,1221,0,10/4/1995,19,29,37,41,45,48,39
649,1222,0,10/7/1995,12,17,23,32,44,49,42
649,1223,0,10/11/1995,1,9,18,33,36,48,29
649,1224,0,10/14/1995,9,17,29,38,39,42,4
649,1225,0,10/18/1995,3,4,8,15,30,31,28
649,1226,0,10/21/1995,4,25,33,35,40,45,26
649,1227,0,10/25/1995,3,5,12,38,41,44,18
649,1228,0,10/28/1995,8,19,27,34,36,45,3
649,1229,0,11/1/1995,2,20,22,30,33,43,42
649,1230,0,11/4/1995,20,30,40,41,43,44,32
649,1231,0,11/8/1995,2,6,18,28,32,44,20
649,1232,0,11/11/1995,6,9,21,31,40,42,30
649,1233,0,11/15/1995,12,26,27,34,41,43,10
649,1234,0,11/18/1995,16,21,22,26,35,49,13
649,1235,0,11/22/1995,5,12,34,35,37,49,14
649,1236,0,11/25/1995,3,5,8,9,37,38,29
649,1237,0,11/29/1995,14,22,26,38,42,43,36
649,1238,0,12/2/1995,9,19,21,23,31,49,22
649,1239,0,12/6/1995,5,12,22,26,29,31,40
649,1240,0,12/9/1995,8,14,15,21,48,49,34
649,1241,0,12/13/1995,7,15,20,23,40,49,16
649,1242,0,12/16/1995,4,7,21,36,39,40,8
649,1243,0,12/20/1995,4,11,12,14,27,30,8
649,1244,0,12/23/1995,4,6,8,22,23,25,12
649,1245,0,12/27/1995,8,18,26,30,39,49,3
649,1246,0,12/30/1995,7,15,23,27,30,49,32
649,1247,0,1/3/1996,1,10,16,24,39,48,30
649,1248,0,1/6/1996,2,5,9,18,34,41,27
649,1249,0,1/10/1996,1,12,27,28,41,44,25
649,1250,0,1/13/1996,3,5,11,19,29,40,8
649,1251,0,1/17/1996,1,9,27,33,37,41,26
649,1252,0,1/20/1996,6,19,28,35,38,42,45
649,1253,0,1/24/1996,1,3,5,16,20,26,31
649,1254,0,1/27/1996,8,13,26,28,34,37,19
649,1255,0,1/31/1996,4,9,13,22,24,30,31
649,1256,0,2/3/1996,17,31,36,38,45,49,11
649,1257,0,2/7/1996,28,32,34,41,45,48,23
649,1258,0,2/10/1996,13,24,27,31,46,48,9
649,1259,0,2/14/1996,9,13,20,30,34,36,12
649,1260,0,2/17/1996,4,7,15,34,37,41,46
649,1261,0,2/21/1996,8,34,38,43,46,47,5
649,1262,0,2/24/1996,8,13,24,28,32,41,18
649,1263,0,2/28/1996,1,3,7,25,33,34,22
649,1264,0,3/2/1996,2,3,24,25,43,45,18
649,1265,0,3/6/1996,2,9,17,25,30,40,49
649,1266,0,3/9/1996,4,7,10,13,39,46,49
649,1267,0,3/13/1996,3,8,13,21,32,49,28
649,1268,0,3/16/1996,12,17,19,23,24,40,14
649,1269,0,3/20/1996,3,6,10,15,42,47,25
649,1270,0,3/23/1996,9,15,26,40,43,48,41
649,1271,0,3/27/1996,20,21,30,39,41,47,17
649,1272,0,3/30/1996,4,22,25,44,46,48,3
649,1273,0,4/3/1996,23,30,35,44,46,48,20
649,1274,0,4/6/1996,5,7,21,34,38,45,10
649,1275,0,4/10/1996,11,16,18,27,42,43,36
649,1276,0,4/13/1996,3,15,21,30,34,47,37
649,1277,0,4/17/1996,1,15,20,34,36,39,45
649,1278,0,4/20/1996,1,16,17,30,44,49,37
649,1279,0,4/24/1996,11,12,13,14,39,47,24
649,1280,0,4/27/1996,10,23,38,42,44,49,19
649,1281,0,5/1/1996,30,32,39,40,42,44,29
649,1282,0,5/4/1996,27,38,39,43,44,49,34
649,1283,0,5/8/1996,4,20,23,26,32,46,3
649,1284,0,5/11/1996,13,18,21,31,38,44,3
649,1285,0,5/15/1996,12,14,16,41,45,48,47
649,1286,0,5/18/1996,16,39,40,44,48,49,29
649,1287,0,5/22/1996,1,12,18,23,47,49,24
649,1288,0,5/25/1996,11,12,20,21,39,45,32
649,1289,0,5/29/1996,3,9,29,31,44,49,26
649,1290,0,6/1/1996,2,3,9,16,27,43,21
649,1291,0,6/5/1996,19,20,38,39,44,45,1
649,1292,0,6/8/1996,5,15,40,41,45,49,27
649,1293,0,6/12/1996,1,14,20,25,27,31,21
649,1294,0,6/15/1996,7,20,23,27,38,41,5
649,1295,0,6/19/1996,23,32,34,37,42,43,24
649,1296,0,6/22/1996,3,28,36,37,43,47,20
649,1297,0,6/26/1996,8,15,23,39,40,45,25
649,1298,0,6/29/1996,8,9,14,27,40,49,5
649,1299,0,7/3/1996,16,18,19,23,32,33,29
649,1300,0,7/6/1996,7,13,21,22,33,38,30
649,1301,0,7/10/1996,11,20,21,26,39,43,1
649,1302,0,7/13/1996,1,2,10,24,29,39,30
649,1303,0,7/17/1996,1,8,10,15,40,41,16
649,1304,0,7/20/1996,3,5,8,37,38,46,24
649,1305,0,7/24/1996,8,12,19,25,27,40,44
649,1306,0,7/27/1996,21,26,27,34,40,48,39
649,1307,0,7/31/1996,4,13,21,23,37,38,1
649,1308,0,8/3/1996,5,12,31,33,39,49,22
649,1309,0,8/7/1996,2,21,25,30,35,41,1
649,1310,0,8/10/1996,4,14,15,19,23,38,49
649,1311,0,8/14/1996,2,8,12,24,34,39,4
649,1312,0,8/17/1996,1,19,24,33,44,45,48
649,1313,0,8/21/1996,18,25,26,31,34,42,36
649,1314,0,8/24/1996,12,28,32,43,47,48,16
649,1315,0,8/28/1996,7,13,24,39,41,49,16
649,1316,0,8/31/1996,1,5,8,14,38,45,25
649,1317,0,9/4/1996,1,14,17,24,41,42,34
649,1318,0,9/7/1996,11,14,15,21,30,32,37
649,1319,0,9/11/1996,12,14,20,21,39,43,48
649,1320,0,9/14/1996,1,15,27,29,35,47,39
649,1321,0,9/18/1996,13,26,30,38,43,46,6
649,1322,0,9/21/1996,2,3,13,17,23,42,31
649,1323,0,9/25/1996,7,21,32,33,38,42,10
649,1324,0,9/28/1996,20,30,32,39,41,42,26
649,1325,0,10/2/1996,7,18,21,29,36,37,27
649,1326,0,10/5/1996,5,22,30,31,37,38,23
649,1327,0,10/9/1996,15,16,19,27,31,39,1
649,1328,0,10/12/1996,8,20,38,40,42,44,10
649,1329,0,10/16/1996,6,13,14,15,20,42,21
649,1330,0,10/19/1996,5,13,19,31,40,43,11
649,1331,0,10/23/1996,4,5,10,21,24,44,14
649,1332,0,10/26/1996,1,8,9,14,37,45,10
649,1333,0,10/30/1996,14,19,21,25,34,48,20
649,1334,0,11/2/1996,10,16,17,23,36,48,19
649,1335,0,11/6/1996,4,7,36,39,47,48,20
649,1336,0,11/9/1996,7,21,25,31,42,47,20
649,1337,0,11/13/1996,2,7,9,31,44,46,26
649,1338,0,11/16/1996,2,12,21,34,41,43,36
649,1339,0,11/20/1996,4,8,23,26,30,46,45
649,1340,0,11/23/1996,3,5,6,8,14,48,1
649,1341,0,11/27/1996,4,9,21,26,48,49,45
649,1342,0,11/30/1996,4,13,21,23,30,40,3
649,1343,0,12/4/1996,9,17,29,32,41,42,18
649,1344,0,12/7/1996,2,6,27,35,41,42,4
649,1345,0,12/11/1996,1,3,6,11,27,47,18
649,1346,0,12/14/1996,14,15,32,38,40,46,3
649,1347,0,12/18/1996,7,8,12,18,23,36,19
649,1348,0,12/21/1996,9,12,23,33,41,47,5
649,1349,0,12/25/1996,13,17,27,31,40,42,34
649,1350,0,12/28/1996,8,21,22,31,33,45,39
649,1351,0,1/1/1997,1,23,25,26,33,44,24
649,1352,0,1/4/1997,23,28,33,38,47,49,9
649,1353,0,1/8/1997,19,24,30,35,37,44,40
649,1354,0,1/11/1997,4,13,17,28,44,47,23
649,1355,0,1/15/1997,2,8,13,16,26,31,23
649,1356,0,1/18/1997,8,10,18,31,41,48,39
649,1357,0,1/22/1997,6,14,16,27,30,43,42
649,1358,0,1/25/1997,6,27,30,31,34,47,35
649,1359,0,1/29/1997,1,8,19,27,32,39,33
649,1360,0,2/1/1997,4,8,23,35,40,46,5
649,1361,0,2/5/1997,4,5,7,8,16,39,3
649,1362,0,2/8/1997,20,21,25,31,43,45,2
649,1363,0,2/12/1997,8,13,25,30,43,45,21
649,1364,0,2/15/1997,6,9,16,27,46,48,38
649,1365,0,2/19/1997,9,21,25,27,40,42,14
649,1366,0,2/22/1997,1,3,7,13,39,46,4
649,1367,0,2/26/1997,5,6,21,26,42,48,28
649,1368,0,3/1/1997,11,24,28,40,46,47,39
649,1369,0,3/5/1997,3,20,22,30,44,45,5
649,1370,0,3/8/1997,13,31,32,40,45,48,16
649,1371,0,3/12/1997,12,16,25,26,28,41,43
649,1372,0,3/15/1997,5,21,29,31,45,49,41
649,1373,0,3/19/1997,12,16,20,22,26,38,36
649,1374,0,3/22/1997,4,15,20,27,41,45,40
649,1375,0,3/26/1997,4,27,32,38,40,45,20
649,1376,0,3/29/1997,9,20,27,34,38,46,35
649,1377,0,4/2/1997,1,3,12,14,17,46,38
649,1378,0,4/5/1997,2,3,15,19,44,45,34
649,1379,0,4/9/1997,11,14,15,16,28,42,39
649,1380,0,4/12/1997,11,15,27,39,43,44,4
649,1381,0,4/16/1997,9,14,19,28,37,46,48
649,1382,0,4/19/1997,4,14,18,35,36,48,27
649,1383,0,4/23/1997,22,28,36,42,46,49,43
649,1384,0,4/26/1997,3,14,19,26,35,45,37
649,1385,0,4/30/1997,2,16,20,36,45,47,32
649,1386,0,5/3/1997,2,8,16,31,34,36,13
649,1387,0,5/7/1997,8,20,23,25,36,43,35
649,1388,0,5/10/1997,3,5,6,20,29,33,9
649,1389,0,5/14/1997,5,15,17,32,41,45,42
649,1390,0,5/17/1997,11,21,25,27,28,37,9
649,1391,0,5/21/1997,3,12,21,24,37,45,28
649,1392,0,5/24/1997,13,23,26,27,30,44,1
649,1393,0,5/28/1997,2,3,19,32,36,47,25
649,1394,0,5/31/1997,3,8,13,30,37,47,46
649,1395,0,6/4/1997,1,2,16,19,20,38,34
649,1396,0,6/7/1997,1,4,10,22,27,42,5
649,1397,0,6/11/1997,20,21,22,34,36,43,6
649,1398,0,6/14/1997,7,16,18,25,32,33,40
649,1399,0,6/18/1997,5,25,33,37,39,43,48
649,1400,0,6/21/1997,17,21,25,26,33,48,3
649,1401,0,6/25/1997,3,8,10,23,31,47,46
649,1402,0,6/28/1997,3,10,19,27,32,33,8
649,1403,0,7/2/1997,17,25,29,30,34,40,45
649,1404,0,7/5/1997,2,3,11,14,27,30,38
649,1405,0,7/9/1997,4,31,32,35,37,48,30
649,1406,0,7/12/1997,12,16,20,23,36,47,38
649,1407,0,7/16/1997,6,15,16,36,39,46,38
649,1408,0,7/19/1997,4,5,25,37,39,44,17
649,1409,0,7/23/1997,4,12,36,44,45,47,21
649,1410,0,7/26/1997,14,19,22,24,35,47,12
649,1411,0,7/30/1997,4,5,10,20,23,47,33
649,1412,0,8/2/1997,1,7,14,16,32,41,24
649,1413,0,8/6/1997,1,6,8,10,14,49,12
649,1414,0,8/9/1997,1,2,5,11,17,19,27
649,1415,0,8/13/1997,7,15,25,32,44,48,46
649,1416,0,8/16/1997,3,4,6,20,31,35,19
649,1417,0,8/20/1997,6,14,25,30,31,36,4
649,1418,0,8/23/1997,28,29,36,39,45,46,11
649,1419,0,8/27/1997,12,13,16,34,44,49,42
649,1420,0,8/30/1997,16,19,22,34,37,40,45
649,1421,0,9/3/1997,13,14,18,23,24,27,7
649,1422,0,9/6/1997,13,23,27,39,41,49,24
649,1423,0,9/10/1997,7,12,20,35,36,38,21
649,1424,0,9/13/1997,6,11,20,24,38,42,8
649,1425,0,9/17/1997,15,23,39,40,44,46,22
649,1426,0,9/20/1997,9,11,32,38,39,40,48
649,1427,0,9/24/1997,10,12,34,37,39,41,4
649,1428,0,9/27/1997,2,10,23,31,39,49,5
649,1429,0,10/1/1997,1,3,16,29,31,46,12
649,1430,0,10/4/1997,23,26,29,31,33,42,44
649,1431,0,10/8/1997,2,3,11,15,34,47,25
649,1432,0,10/11/1997,2,3,14,17,25,49,27
649,1433,0,10/15/1997,17,23,24,39,45,49,25
649,1434,0,10/18/1997,10,13,16,21,26,35,38
649,1435,0,10/22/1997,5,11,14,19,27,29,17
649,1436,0,10/25/1997,1,11,22,28,30,43,6
649,1437,0,10/29/1997,1,20,23,31,34,44,24
649,1438,0,11/1/1997,3,17,18,21,23,28,39
649,1439,0,11/5/1997,13,15,27,31,43,44,2
649,1440,0,11/8/1997,11,15,16,25,31,44,30
649,1441,0,11/12/1997,4,5,14,30,32,34,27
649,1442,0,11/15/1997,11,28,29,34,38,40,48
649,1443,0,11/19/1997,10,23,28,38,43,45,36
649,1444,0,11/22/1997,10,15,25,31,33,35,8
649,1445,0,11/26/1997,7,10,12,15,23,47,5
649,1446,0,11/29/1997,3,4,5,9,14,18,11
649,1447,0,12/3/1997,5,20,34,38,39,47,12
649,1448,0,12/6/1997,5,6,18,23,28,47,9
649,1449,0,12/10/1997,3,17,19,29,37,42,41
649,1450,0,12/13/1997,2,16,22,23,36,45,48
649,1451,0,12/17/1997,2,5,9,10,22,35,27
649,1452,0,12/20/1997,7,13,18,26,27,47,2
649,1453,0,12/24/1997,29,32,33,46,47,48,17
649,1454,0,12/27/1997,6,12,24,29,34,45,17
649,1455,0,12/31/1997,10,13,29,30,37,41,40
649,1456,0,1/3/1998,6,20,24,33,42,47,25
649,1457,0,1/7/1998,2,9,19,37,39,46,5
649,1458,0,1/10/1998,3,6,9,16,30,49,11
649,1459,0,1/14/1998,8,18,20,22,39,40,9
649,1460,0,1/17/1998,5,14,23,28,34,47,18
649,1461,0,1/21/1998,2,3,10,16,27,37,45
649,1462,0,1/24/1998,5,9,14,21,25,42,7
649,1463,0,1/28/1998,1,2,30,31,34,49,40
649,1464,0,1/31/1998,6,10,26,28,37,42,17
649,1465,0,2/4/1998,10,16,28,37,42,47,21
649,1466,0,2/7/1998,7,18,20,21,32,40,11
649,1467,0,2/11/1998,2,13,19,32,38,47,5
649,1468,0,2/14/1998,4,10,16,21,33,36,24
649,1469,0,2/18/1998,7,14,18,25,32,37,36
649,1470,0,2/21/1998,6,22,25,26,37,43,28
649,1471,0,2/25/1998,22,26,29,31,36,39,21
649,1472,0,2/28/1998,7,20,22,23,44,49,18
649,1473,0,3/4/1998,8,12,17,28,38,40,20
649,1474,0,3/7/1998,26,34,36,41,46,48,44
649,1475,0,3/11/1998,3,6,8,30,40,43,20
649,1476,0,3/14/1998,6,7,19,34,36,41,49
649,1477,0,3/18/1998,15,23,28,39,45,48,2
649,1478,0,3/21/1998,8,12,15,23,38,45,20
649,1479,0,3/25/1998,1,7,9,11,37,40,23
649,1480,0,3/28/1998,16,22,27,29,36,42,26
649,1481,0,4/1/1998,5,20,29,42,45,49,28
649,1482,0,4/4/1998,8,12,33,36,40,45,13
649,1483,0,4/8/1998,9,12,15,29,32,37,48
649,1484,0,4/11/1998,8,29,34,37,39,47,12
649,1485,0,4/15/1998,10,12,27,31,37,42,25
649,1486,0,4/18/1998,2,23,24,28,31,35,29
649,1487,0,4/22/1998,8,19,35,42,43,48,29
649,1488,0,4/25/1998,2,8,20,28,39,40,21
649,1489,0,4/29/1998,3,17,28,30,47,48,35
649,1490,0,5/2/1998,5,12,13,15,30,49,22
649,1491,0,5/6/1998,7,17,24,32,34,43,13
649,1492,0,5/9/1998,7,14,27,32,46,49,33
649,1493,0,5/13/1998,4,15,23,30,35,49,41
649,1494,0,5/16/1998,4,20,25,28,35,42,31
649,1495,0,5/20/1998,10,11,20,22,31,39,21
649,1496,0,5/23/1998,1,21,26,31,32,47,25
649,1497,0,5/27/1998,4,9,15,20,37,43,47
649,1498,0,5/30/1998,1,5,12,13,16,21,20
649,1499,0,6/3/1998,2,27,32,35,41,47,4
649,1500,0,6/6/1998,5,6,31,33,44,49,43
649,1501,0,6/10/1998,1,2,6,10,16,21,19
649,1502,0,6/13/1998,12,16,20,27,43,44,41
649,1503,0,6/17/1998,6,15,23,30,34,43,5
649,1504,0,6/20/1998,2,6,16,24,34,38,8
649,1505,0,6/24/1998,1,5,22,42,47,49,20
649,1506,0,6/27/1998,6,20,26,40,42,46,5
649,1507,0,7/1/1998,9,12,25,31,36,48,39
649,1508,0,7/4/1998,2,19,23,29,46,47,40
649,1509,0,7/8/1998,10,26,28,35,38,39,3
649,1510,0,7/11/1998,10,13,27,28,31,49,47
649,1511,0,7/15/1998,5,31,37,38,43,49,14
649,1512,0,7/18/1998,6,16,17,23,34,35,49
649,1513,0,7/22/1998,2,3,22,31,34,45,37
649,1514,0,7/25/1998,10,11,33,38,39,45,44
649,1515,0,7/29/1998,1,4,14,21,22,29,31
649,1516,0,8/1/1998,10,11,19,34,45,46,28
649,1517,0,8/5/1998,1,4,14,17,31,44,27
