Survived,PassengerId,Age_categories_Missing,Age_categories_Infant,Age_categories_Child,Age_categories_Teenager,Age_categories_Young Adult,Age_categories_Adult,Age_categories_Senior,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,SibSp_scaled,Parch_scaled,Fare_scaled,Fare_categories_0-12,Fare_categories_12-50,Fare_categories_50-100,Fare_categories_100+,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Cabin_type_A,Cabin_type_B,Cabin_type_C,Cabin_type_D,Cabin_type_E,Cabin_type_F,Cabin_type_G,Cabin_type_T,Cabin_type_Unknown
1,300,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.16666666666666666,0.4831284260198326,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,301,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,302,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.25,0.0,0.04538097769949478,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,303,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,304,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.024105594605968193,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,305,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,306,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.125,0.3333333333333333,0.29580589980036276,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,307,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.21642978772242535,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,308,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.125,0.0,0.2125586439344078,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,309,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.125,0.0,0.04684488020593009,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,310,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.11111839809247648,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,311,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.16231419173453318,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,312,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.25,0.3333333333333333,0.5121218935012878,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,313,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.16666666666666666,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,314,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,315,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.125,0.16666666666666666,0.05123658772523604,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,316,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015330377421392339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,317,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,318,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.027326180120125887,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,319,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.3333333333333333,0.32179836714362564,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,320,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.125,0.16666666666666666,0.2625265161540666,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,321,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,323,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.024105594605968193,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,324,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.16666666666666666,0.056604230248832196,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,325,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0.3333333333333333,0.13575255909676825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,326,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.2647385704347907,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,327,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.0,0.0,0.012174789178520372,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,328,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,329,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.16666666666666666,0.04006213192611313,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,330,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0,0.16666666666666666,0.11316786160148591,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,331,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.25,0.0,0.04538097769949478,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,332,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.055628295244541985,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,333,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.16666666666666666,0.2995388511917728,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,334,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.25,0.0,0.03513366015444757,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,335,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.125,0.0,0.2608674266467732,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,336,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,337,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.125,0.0,0.12999454257145598,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,338,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.2625265161540666,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,339,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,340,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.06929138530460494,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,341,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.125,0.16666666666666666,0.050748620223090936,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,342,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.375,0.3333333333333333,0.5133418122566507,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,343,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,344,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,345,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,346,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,347,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,348,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.125,0.0,0.031425107138144774,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,349,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.125,0.16666666666666666,0.031034733136428686,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,350,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.016908073949327893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,351,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.01800600082915438,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,352,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.06831545030031472,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,353,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.125,0.16666666666666666,0.014110458666029575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,354,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.034743286152731485,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,355,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.014102260811993537,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,356,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018542765081513996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,357,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.16666666666666666,0.10735285047192313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,358,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,359,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.01537917417160685,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,360,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.01537917417160685,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,361,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.125,0.6666666666666666,0.05445717323939373,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,362,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.125,0.0,0.05410739813385612,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,363,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.0,0.16666666666666666,0.028212719478023115,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,364,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013760683560491965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,365,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.125,0.0,0.030253985132996517,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,366,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,367,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.125,0.0,0.14687821814567664,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,368,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0.014110458666029575,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,369,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,370,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.13526459159462315,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,371,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.125,0.0,0.1082149914547131,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,372,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.012678957201736696,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,373,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,374,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.2647385704347907,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,375,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.375,0.16666666666666666,0.04113566043083236,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,376,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.125,0.0,0.16038672010106003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,377,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,378,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.0,0.3333333333333333,0.41282050681475896,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,379,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.007831878409428937,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,380,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,381,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.4440992237022602,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,382,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0.3333333333333333,0.030725752114070404,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,383,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,384,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.125,0.0,0.10149724044618187,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,385,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,386,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.1434624456306609,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,387,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.625,0.3333333333333333,0.09154270340242172,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,388,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,389,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015086393670319786,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,390,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.023422440102965045,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,391,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.3333333333333333,0.23422440102965048,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,392,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015216388212891242,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,393,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.25,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,394,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.125,0.0,0.22109807522194713,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,395,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.3333333333333333,0.03259622914329302,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,396,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015216388212891242,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,397,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015330377421392339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,398,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.050748620223090936,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,399,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,400,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.02469115560854232,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,401,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,402,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,403,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.0,0.019177122834302632,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,404,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.030937139635999665,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,405,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.016908073949327893,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,406,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.125,0.0,0.04098927018018883,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,407,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,408,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.125,0.16666666666666666,0.03659756266088288,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,409,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,410,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.375,0.16666666666666666,0.049707687947515,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,411,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,412,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.013386510079847098,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,413,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.125,0.0,0.17566830077223786,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,414,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,415,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,416,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,417,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.16666666666666666,0.06343577527886367,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,418,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.0,0.3333333333333333,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,419,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,420,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.3333333333333333,0.04713766070721715,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,421,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,422,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015094396337354966,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,423,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015370976317570811,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,424,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.16666666666666666,0.028106928123558056,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,425,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.125,0.16666666666666666,0.039452172548431745,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,426,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,427,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,428,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.050748620223090936,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,429,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,430,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,431,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,432,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.125,0.0,0.031425107138144774,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,433,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,434,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013907073811135496,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,435,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.0,0.1091095334796455,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,436,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.125,0.3333333333333333,0.23422440102965048,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,437,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.25,0.3333333333333333,0.06709553154495196,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,438,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.25,0.5,0.03659756266088288,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,439,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.125,0.6666666666666666,0.5133418122566507,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,440,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,441,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.125,0.16666666666666666,0.05123658772523604,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,442,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018542765081513996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,443,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,444,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,445,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015834545444608664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,446,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.3333333333333333,0.15977676072337862,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,447,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.0,0.16666666666666666,0.038061465167318204,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,448,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,449,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.25,0.16666666666666666,0.03758969818624431,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,450,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.05953203526170282,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
