last_name,first_name,birthday,gender,type,state,party
McMorran,Henry,1844-06-11,M,rep,MI,Republican
Mitchell,Alexander,1860-10-11,M,rep,KS,Republican
Moon,Reuben,1847-07-22,M,rep,PA,Republican
Moore,John,1862-11-18,M,rep,TX,Democrat
Morse,Elmer,1870-05-11,,rep,WI,Republican
Needham,James,1864-09-17,M,rep,CA,Republican
Nixon,George,1860-04-02,M,sen,NV,Republican
Nye,Frank,1852-03-07,M,rep,MN,Republican
O'Gorman,James,1860-05-05,M,sen,NY,Democrat
Oliver,George,1848-01-26,M,sen,PA,Republican
Olmsted,Marlin,1847-05-21,,rep,PA,Republican
Parran,Thomas,1860-02-12,M,rep,MD,Republican
Pickett,Charles,1866-01-14,M,rep,IA,Republican
Pray,Charles,1868-04-06,M,rep,MT,Republican
Prince,George,1854-03-04,M,rep,IL,Republican
Pujo,Arsène,1861-12-16,,rep,LA,Democrat
Randell,Choice,1857-01-01,,rep,TX,Democrat
Rayner,Isidor,1850-04-11,,sen,MD,Democrat
Redfield,William,1858-06-18,M,rep,NY,Democrat
Rees,Rollin,1865-01-10,,rep,KS,Republican
Reyburn,William,1882-12-17,M,rep,PA,Republican
Rucker,Atterson,1847-04-03,,rep,CO,Democrat
Simmons,James,1861-11-25,M,rep,NY,Republican
Smith,Sylvester,1858-08-26,,rep,CA,Republican
Smith,Walter,1862-07-10,M,rep,IA,Republican
Speer,Peter,1862-12-29,M,rep,PA,Republican
Stack,Edmund,1874-01-31,M,rep,IL,Democrat
Sulzer,William,1863-03-18,M,rep,NY,Democrat
Sutherland,George,1862-03-25,M,sen,UT,Republican
Sweet,Edwin,1847-11-21,M,rep,MI,Democrat
Taylor,Edward,1869-08-10,M,rep,OH,Republican
Thayer,John,1857-12-22,M,rep,MA,Democrat
Thistlewood,Napoleon,1837-03-30,,rep,IL,Republican
Turnbull,Robert,1850-01-11,M,rep,VA,Democrat
Utter,George,1854-07-24,M,rep,RI,Republican
Vreeland,Edward,1856-12-07,M,rep,NY,Republican
Warburton,Stanton,1865-04-13,,rep,WA,Republican
Watson,Clarence,1864-05-08,,sen,WV,Democrat
Wedemeyer,William,1873-03-22,M,rep,MI,Republican
Wickliffe,Robert,1874-05-01,M,rep,LA,Democrat
Wilson,William,1862-04-02,M,rep,PA,Democrat
Wood,Ira,1856-06-19,,rep,NJ,Republican
Works,John,1847-03-29,M,sen,CA,Republican
Young,Isaac,1849-03-29,M,rep,KS,Republican
du Pont,Henry,1838-07-30,M,sen,DE,Republican
Catron,Thomas,1840-10-06,M,sen,NM,Republican
Jackson,William,1868-01-11,M,sen,MD,Republican
Massey,William,1856-10-07,M,sen,NV,Republican
Perky,Kirtland,1867-02-08,,sen,ID,Democrat
Sanders,Newell,1850-07-12,,sen,TN,Republican
Ainey,William,1864-04-08,M,rep,PA,Republican
Ansberry,Timothy,1871-12-24,M,rep,OH,Democrat
Avis,Samuel,1872-02-19,M,rep,WV,Republican
Bacon,Augustus,1839-10-20,M,sen,GA,Democrat
Baker,Jacob,1847-04-13,M,rep,NJ,Democrat
Baltz,William,1860-02-05,M,rep,IL,Democrat
Bartholdt,Richard,1855-11-02,M,rep,MO,Republican
Bartlett,Charles,1853-01-31,M,rep,GA,Democrat
Barton,Silas,1872-05-21,,rep,NE,Republican
Beall,James,1866-10-25,M,rep,TX,Democrat
Bell,Charles,1857-06-11,M,rep,CA,Republican
Borchers,Charles,1869-11-18,M,rep,IL,Democrat
Bowdle,Stanley,1868-09-04,M,rep,OH,Democrat
Bremner,Robert,1874-12-17,M,rep,NJ,Democrat
Brockson,Franklin,1865-08-06,M,rep,DE,Democrat
Brown,Lathrop,1883-02-26,,rep,NY,Democrat
Bryan,James,1874-03-11,M,rep,WA,Progressive
Burke,Charles,1861-04-01,M,rep,SD,Republican
Burke,James,1867-10-21,M,rep,PA,Republican
Burleigh,Edwin,1843-11-27,M,sen,ME,Republican
Burleson,Albert,1863-06-07,M,rep,TX,Democrat
Cantor,Jacob,1854-12-06,M,rep,NY,Democrat
Carr,Wooda,1871-02-06,,rep,PA,Democrat
Clancy,John,1859-03-08,M,rep,NY,Democrat
Clayton,Henry,1857-02-10,M,rep,AL,Democrat
Connolly,Maurice,1877-03-13,,rep,IA,Democrat
Covington,James,1870-05-03,M,rep,MD,Democrat
Davis,John,1873-04-13,M,rep,WV,Democrat
Deitrick,Frederick,1875-04-09,M,rep,MA,Democrat
Dershem,Franklin,1865-03-05,M,rep,PA,Democrat
Difenderfer,Robert,1849-06-07,M,rep,PA,Democrat
Donohoe,Michael,1864-02-22,M,rep,PA,Democrat
Donovan,Jeremiah,1857-10-18,M,rep,CT,Democrat
Elder,James,1882-10-05,M,rep,LA,Democrat
Faison,John,1862-04-17,M,rep,NC,Democrat
Falconer,Jacob,1869-01-26,M,rep,WA,Progressive
Fergusson,Harvey,1848-09-09,,rep,NM,Democrat
Fitzhenry,Louis,1870-06-13,M,rep,IL,Democrat
Floyd,John,1858-04-14,M,rep,AR,Democrat
Fowler,Hiram,1851-02-07,,rep,IL,Democrat
Francis,William,1860-10-25,M,rep,OH,Democrat
George,Henry,1862-11-03,M,rep,NY,Democrat
Gill,Michael,1864-12-05,M,rep,MO,Democrat
Gilmore,Edward,1867-01-04,M,rep,MA,Democrat
Gittins,Robert,1869-12-14,M,rep,NY,Democrat
Goeke,John,1869-10-28,M,rep,OH,Democrat
Goff,Nathan,1843-02-09,M,sen,WV,Republican
Goodwin,Forrest,1862-06-14,,rep,ME,Republican
Gorman,George,1873-04-13,M,rep,IL,Democrat
Graham,James,1852-04-14,M,rep,IL,Democrat
Gudger,James,1855-10-22,M,rep,NC,Democrat
Hammond,Winfield,1863-11-17,,rep,MN,Democrat
Harris,Christopher,1842-01-28,M,rep,AL,Democrat
Harrison,Francis,1873-12-18,,rep,NY,Democrat
Heiskell,John,1872-11-02,M,sen,AR,Democrat
Hinebaugh,William,1867-12-16,M,rep,IL,Progressive
Hobson,Richmond,1870-08-17,,rep,AL,Democrat
Hollis,Henry,1869-08-30,M,sen,NH,Democrat
Hoxworth,Stephen,1860-05-01,M,rep,IL,Democrat
Hughes,William,1872-04-03,M,sen,NJ,Democrat
James,Ollie,1871-07-27,,sen,KY,Democrat
Johnson,Jacob,1847-11-01,M,rep,UT,Republican
Johnston,Rienzi,1849-09-09,,sen,TX,Democrat
Kavanaugh,William,1866-03-03,M,sen,AR,Democrat
Kennedy,William,1854-12-19,M,rep,CT,Democrat
Kindel,George,1855-03-02,M,rep,CO,Democrat
Kinkead,Eugene,1876-03-27,M,rep,NJ,Democrat
Kirkpatrick,Sanford,1842-02-11,,rep,IA,Democrat
Knowland,Joseph,1873-08-05,M,rep,CA,Republican
Konig,George,1856-01-26,M,rep,MD,Democrat
Korbly,Charles,1871-03-24,M,rep,IN,Democrat
L'Engle,Claude,1868-10-19,,rep,FL,Democrat
Lafferty,Abraham,1875-06-10,M,rep,OR,Republican
Lane,Harry,1855-08-28,M,sen,OR,Democrat
Langham,Jonathan,1861-08-04,M,rep,PA,Republican
Lee,Robert,1868-10-12,M,rep,PA,Democrat
Legaré,George,1869-11-11,M,rep,SC,Democrat
Levy,Jefferson,1852-04-16,,rep,NY,Democrat
Lewis,Fred,1865-02-08,M,rep,PA,Republican
Lindquist,Francis,1869-09-27,,rep,MI,Republican
Logue,James,1863-02-22,M,rep,PA,Democrat
MacDonald,William,1873-11-17,M,rep,MI,Progressive
Maguire,John,1870-11-29,M,rep,NE,Democrat
Mahan,Bryan,1856-05-01,,rep,CT,Democrat
Manahan,James,1866-03-12,M,rep,MN,Republican
Martin,Eben,1855-04-12,,rep,SD,Republican
Martin,Lewis,1844-02-22,M,rep,NJ,Democrat
Martin,Thomas,1847-07-29,M,sen,VA,Democrat
McClellan,George,1856-10-10,M,rep,NY,Democrat
McCoy,Walter,1859-12-08,M,rep,NJ,Democrat
McGuire,Bird,1865-10-13,,rep,OK,Republican
Merritt,Edwin,1860-07-25,M,rep,NY,Republican
Metz,Herman,1867-10-19,M,rep,NY,Democrat
Mitchell,John,1873-05-09,M,rep,MA,Democrat
Mulkey,William,1871-07-27,M,rep,AL,Democrat
Murdock,Victor,1871-03-18,M,rep,KS,Republican
Murray,William,1881-09-07,M,rep,MA,Democrat
Neeley,George,1879-08-01,M,rep,KS,Democrat
O'Brien,James,1860-07-15,M,rep,NY,Democrat
O'Hair,Frank,1870-03-12,M,rep,IL,Democrat
O'Leary,Denis,1863-01-22,,rep,NY,Democrat
Palmer,Alexander,1872-05-04,M,rep,PA,Democrat
Patton,Charles,1859-07-05,M,rep,PA,Republican
Payne,Sereno,1843-06-26,,rep,NY,Republican
Pepper,Irvin,1876-06-10,,rep,IA,Democrat
Peters,Andrew,1872-04-03,M,rep,MA,Democrat
Peterson,John,1850-07-04,M,rep,IN,Democrat
Plumley,Frank,1844-12-17,M,rep,VT,Republican
Post,James,1863-11-25,M,rep,OH,Democrat
Prouty,Solomon,1854-01-17,M,rep,IA,Republican
Reed,Eugene,1866-04-23,M,rep,NH,Democrat
Reilly,Thomas,1858-09-20,M,rep,CT,Democrat
Richardson,William,1839-05-08,M,rep,AL,Democrat
Roddenbery,Seaborn,1870-01-12,,rep,GA,Democrat
Rothermel,John,1856-03-07,M,rep,PA,Democrat
Rupley,Arthur,1868-11-13,M,rep,PA,Republican
Saulsbury,Willard,1861-04-17,,sen,DE,Democrat
Seldomridge,Harry,1864-10-01,M,rep,CO,Democrat
Shafroth,John,1854-06-09,M,sen,CO,Democrat
Sharp,William,1859-03-14,M,rep,OH,Democrat
Smith,Frank,1859-08-27,M,rep,MD,Democrat
Smith,Samuel,1852-08-23,M,rep,MI,Republican
Smith,William,1859-05-12,M,sen,MI,Republican
Stevens,Frederick,1861-01-01,M,rep,MN,Republican
Stevens,Raymond,1874-06-18,M,rep,NH,Democrat
Stringer,Lawrence,1866-02-24,M,rep,IL,Democrat
Sullivan,Timothy,1862-07-23,M,rep,NY,Democrat
Talcott,Charles,1857-06-10,M,rep,NY,Democrat
Taylor,Benjamin,1877-12-21,M,rep,NY,Democrat
Taylor,George,1849-01-16,M,rep,AL,Democrat
Thacher,Thomas,1858-07-20,M,rep,MA,Democrat
Thompson,William,1871-10-14,M,sen,KS,Democrat
Thomson,Charles,1877-02-13,M,rep,IL,Progressive
Tillman,Benjamin,1847-08-11,M,sen,SC,Democrat
Townsend,Edward,1855-02-10,M,rep,NJ,Democrat
Tuttle,William,1870-12-10,M,rep,NJ,Democrat
Underhill,Edwin,1861-10-07,M,rep,NY,Democrat
Vardaman,James,1861-07-26,M,sen,MS,Democrat
Vaughan,Horace,1867-12-02,,rep,TX,Democrat
Vollmer,Henry,1867-07-28,M,rep,IA,Democrat
Wallin,Samuel,1856-07-31,M,rep,NY,Republican
Walsh,Allan,1874-08-29,,rep,NJ,Democrat
Weaver,Claude,1867-03-19,,rep,OK,Democrat
Webb,William,1842-11-11,M,sen,TN,Democrat
Weeks,John,1860-04-11,M,sen,MA,Republican
Whitacre,John,1860-12-28,M,rep,OH,Democrat
Wilder,William,1855-05-14,M,rep,MA,Republican
Wilson,Frank,1857-12-22,M,rep,NY,Democrat
Young,Horace,1850-08-04,,rep,MI,Republican
Camden,Johnson,1865-01-05,,sen,KY,Democrat
Hardwick,Thomas,1872-12-09,M,sen,GA,Democrat
Lee,Blair,1857-08-09,,sen,MD,Democrat
West,William,1849-08-23,M,sen,GA,Democrat
White,Francis,1847-03-13,,sen,AL,Democrat
Abercrombie,John,1866-05-17,M,rep,AL,Democrat
Adair,John,1864-12-22,M,rep,IN,Democrat
Aiken,Wyatt,1863-12-14,,rep,SC,Democrat
Allen,Alfred,1867-07-23,M,rep,OH,Democrat
Bailey,Warren,1855-01-08,M,rep,PA,Democrat
Barchfeld,Andrew,1863-05-18,M,rep,PA,Republican
Beales,Cyrus,1877-12-16,,rep,PA,Republican
Beckham,John,1869-08-05,M,sen,KY,Democrat
Benedict,Henry,1878-02-20,M,rep,CA,Republican
Bennet,William,1870-11-09,M,rep,NY,Republican
Brady,James,1862-06-12,M,sen,ID,Republican
Broussard,Robert,1864-08-17,M,sen,LA,Democrat
Brown,William,1856-04-07,M,rep,WV,Democrat
Buchanan,Frank,1862-06-14,M,rep,IL,Democrat
Burgess,George,1861-09-21,M,rep,TX,Democrat
Burke,Michael,1863-10-15,M,rep,WI,Democrat
Callaway,Oscar,1872-10-02,M,rep,TX,Democrat
Chamberlain,George,1854-01-01,M,sen,OR,Democrat
Charles,William,1861-04-03,M,rep,NY,Republican
Clarke,James,1854-08-18,M,sen,AR,Democrat
Cline,Cyrus,1856-07-12,,rep,IN,Democrat
Coleman,William,1871-12-28,M,rep,PA,Republican
Cullop,William,1853-03-28,M,rep,IN,Democrat
Danforth,Henry,1854-06-14,M,rep,NY,Republican
Davenport,James,1864-09-21,M,rep,OK,Democrat
Davis,James,1853-12-24,M,rep,TX,Democrat
Driscoll,Daniel,1875-03-06,M,rep,NY,Democrat
Earnshaw,Manuel,1862-11-19,,rep,PI,
Farley,Michael,1863-03-01,M,rep,NY,Democrat
Gallinger,Jacob,1837-03-28,M,sen,NH,Republican
Goulden,Joseph,1844-08-01,M,rep,NY,Democrat
Gronna,Asle,1858-12-10,,sen,ND,Republican
Guernsey,Frank,1866-10-15,M,rep,ME,Republican
Hart,Archibald,1873-02-27,M,rep,NJ,Democrat
Hay,James,1856-01-09,M,rep,VA,Democrat
Henry,Robert,1864-05-12,M,rep,TX,Democrat
Hinds,Asher,1863-02-06,,rep,ME,Republican
Hopwood,Robert,1856-07-24,M,rep,PA,Republican
Howell,Joseph,1857-02-17,M,rep,UT,Republican
Hughes,Dudley,1848-10-10,M,rep,GA,Democrat
Humphrey,William,1862-03-31,M,rep,WA,Republican
Husting,Paul,1866-04-25,M,sen,WI,Democrat
Johnson,Edwin,1857-02-26,M,sen,SD,Democrat
Johnson,Joseph,1858-02-28,M,rep,SC,Democrat
Keister,Abraham,1852-09-10,M,rep,PA,Republican
Kent,William,1864-03-29,M,rep,CA,Independent
Konop,Thomas,1879-08-17,M,rep,WI,Democrat
Lafean,Daniel,1861-02-07,M,rep,PA,Republican
Lieb,Charles,1852-05-20,M,rep,IN,Democrat
Liebel,Michael,1870-12-12,M,rep,PA,Democrat
Lindbergh,Charles,1859-01-20,M,rep,MN,Republican
Lloyd,James,1857-08-28,M,rep,MO,Democrat
Loft,George,1865-02-06,M,rep,NY,Democrat
Loud,George,1852-06-18,M,rep,MI,Republican
Matthews,Nelson,1852-04-14,,rep,OH,Republican
McCorkle,Paul,1863-12-19,M,rep,SC,Democrat
McCracken,Robert,1874-03-15,M,rep,ID,Republican
McDermott,James,1872-02-13,M,rep,IL,Democrat
McGillicuddy,Daniel,1859-08-27,M,rep,ME,Democrat
Miller,Samuel,1840-04-19,M,rep,PA,Republican
Miller,Thomas,1886-06-26,M,rep,DE,Republican
Mooney,William,1855-06-15,M,rep,OH,Republican
Morgan,Lewis,1876-03-02,M,rep,LA,Democrat
Morrison,Martin,1862-04-15,M,rep,IN,Democrat
Moss,Hunter,1874-05-26,,rep,WV,Republican
Moss,Ralph,1862-04-21,M,rep,IN,Democrat
Murray,William,1869-11-21,M,rep,OK,Democrat
Newlands,Francis,1846-08-28,,sen,NV,Democrat
North,Solomon,1853-05-24,M,rep,PA,Republican
Oakey,Peter,1861-02-25,M,rep,CT,Republican
Oglesby,Woodson,1867-02-09,,rep,NY,Democrat
Page,Robert,1859-10-26,M,rep,NC,Democrat
Patten,Thomas,1861-09-12,M,rep,NY,Democrat
Penrose,Boies,1860-11-01,,sen,PA,Republican
Phelan,James,1861-04-20,M,sen,CA,Democrat
Quezon,Manuel,1878-08-19,,rep,PI,
Rauch,George,1876-02-22,M,rep,IN,Democrat
Rivera,Luis,1859-07-17,,rep,PR,Unionist
Roberts,Ernest,1858-11-22,M,rep,MA,Republican
Rucker,Tinsley,1848-03-24,,rep,GA,Democrat
Russell,Joshua,1867-08-09,M,rep,OH,Republican
Sherman,Lawrence,1858-11-08,M,sen,IL,Republican
Shively,Benjamin,1857-03-20,M,sen,IN,Democrat
Smith,George,1864-05-28,M,rep,MN,Republican
Smith,Hoke,1855-09-02,,sen,GA,Democrat
Smith,John,1845-02-05,M,sen,MD,Democrat
Smith,Marcus,1851-01-24,,sen,AZ,Democrat
Smith,William,1863-08-18,M,rep,TX,Democrat
Sparkman,Stephen,1849-07-29,M,rep,FL,Democrat
Steele,Thomas,1853-03-19,M,rep,IA,Democrat
Stephens,John,1847-11-22,M,rep,TX,Democrat
Stephens,William,1859-12-26,M,rep,CA,Progressive
Stone,Claudius,1879-05-11,,rep,IL,Democrat
Stone,William,1848-05-07,M,sen,MO,Democrat
Stout,Tom,1879-05-20,,rep,MT,Democrat
Taggart,Joseph,1867-06-15,M,rep,KS,Democrat
Tavenner,Clyde,1882-02-04,,rep,IL,Democrat
Thomas,Charles,1849-12-06,M,sen,CO,Democrat
Tribble,Samuel,1869-11-15,M,rep,GA,Democrat
Williams,Seward,1870-11-07,,rep,OH,Republican
Williams,William,1857-05-05,M,rep,IL,Democrat
Wilson,Emmett,1882-09-17,,rep,FL,Democrat
Witherspoon,Samuel,1855-05-04,M,rep,MS,Democrat
Kirby,William,1867-11-16,M,sen,AR,Democrat
Taggart,Thomas,1856-11-17,M,sen,IN,Democrat
Adamson,William,1854-08-13,M,rep,GA,Democrat
Austin,Richard,1857-08-26,M,rep,TN,Republican
Bacon,Mark,1852-02-29,M,rep,MI,Republican
Barnhart,Henry,1858-09-11,M,rep,IN,Democrat
Bathrick,Elsworth,1863-01-06,,rep,OH,Democrat
Beakes,Samuel,1861-01-11,M,rep,MI,Democrat
Beshlin,Earl,1870-04-28,M,rep,PA,Democrat
Birch,William,1870-08-30,M,rep,NJ,Republican
Bleakley,Orrin,1854-05-15,,rep,PA,Republican
Borland,William,1867-10-14,M,rep,MO,Democrat
Britt,James,1861-03-04,M,rep,NC,Republican
Brodbeck,Andrew,1860-04-11,M,rep,PA,Democrat
Bruckner,Henry,1871-06-17,M,rep,NY,Democrat
Calder,William,1869-03-03,M,sen,NY,Republican
Capstick,John,1856-09-02,M,rep,NJ,Republican
Carter,William,1864-06-15,M,rep,MA,Republican
Cary,William,1865-03-22,M,rep,WI,Republican
Clark,Henry,1850-01-07,M,rep,PA,Republican
Claypool,Horatio,1859-02-09,,rep,OH,Democrat
Comstock,Daniel,1840-12-16,M,rep,IN,Republican
Connelly,John,1870-02-27,M,rep,KS,Democrat
Conry,Michael,1870-04-02,M,rep,NY,Democrat
Cooper,Edward,1873-02-26,M,rep,WV,Republican
Cox,William,1861-09-06,M,rep,IN,Democrat
Culberson,Charles,1855-06-10,M,sen,TX,Democrat
Dale,Harry,1868-12-03,M,rep,NY,Democrat
Davidson,James,1858-06-18,M,rep,WI,Republican
Decker,Perl,1875-09-10,,rep,MO,Democrat
Denton,George,1864-11-17,M,rep,IN,Democrat
Dies,Martin,1870-03-13,M,rep,TX,Democrat
Dillon,Charles,1853-12-18,M,rep,SD,Republican
Dixon,Lincoln,1860-02-09,,rep,IN,Democrat
Doolittle,Dudley,1881-06-21,M,rep,KS,Democrat
Drukker,Dow,1872-02-07,,rep,NJ,Republican
Essen,Frederick,1863-04-22,M,rep,MO,Republican
Fairchild,George,1854-05-06,M,rep,NY,Republican
Finley,David,1861-02-28,M,rep,SC,Democrat
Fitzgerald,John,1872-03-10,M,rep,NY,Democrat
Flynn,Joseph,1883-09-02,M,rep,NY,Democrat
Foss,George,1863-07-02,M,rep,IL,Republican
Foster,Martin,1861-09-03,M,rep,IL,Democrat
France,Joseph,1873-10-11,M,sen,MD,Republican
Francis,George,1883-08-12,M,rep,NY,Republican
Frelinghuysen,Joseph,1869-03-12,M,sen,NJ,Republican
Gardner,Augustus,1865-11-05,M,rep,MA,Republican
Gordon,William,1862-12-15,M,rep,OH,Democrat
Gray,Edward,1870-08-18,M,rep,NJ,Republican
Gray,Oscar,1865-07-02,M,rep,AL,Democrat
Gregg,Alexander,1855-01-31,M,rep,TX,Democrat
Griffin,Daniel,1880-03-26,M,rep,NY,Democrat
Hamilton,Charles,1874-01-23,M,rep,NY,Republican
Hamlin,Courtney,1858-10-27,,rep,MO,Democrat
Hayes,Everis,1855-03-10,,rep,CA,Republican
Heaton,Robert,1873-07-01,M,rep,PA,Republican
Heintz,Victor,1876-11-20,M,rep,OH,Republican
Helgesen,Henry,1857-06-26,M,rep,ND,Republican
Helvering,Guy,1878-01-10,M,rep,KS,Democrat
Hensley,Walter,1871-09-03,M,rep,MO,Democrat
Hill,Ebenezer,1845-08-04,M,rep,CT,Republican
Hilliard,Benjamin,1868-01-09,M,rep,CO,Democrat
Hitchcock,Gilbert,1859-09-18,,sen,NE,Democrat
Hollingsworth,David,1844-11-21,M,rep,OH,Republican
Hood,George,1875-01-25,M,rep,NC,Democrat
Houston,William,1852-03-17,M,rep,TN,Democrat
Howard,William,1875-06-29,M,rep,GA,Democrat
Hulbert,George,1881-05-14,M,rep,NY,Democrat
Jones,William,1849-03-21,M,rep,VA,Democrat
Keating,Edward,1875-07-09,M,rep,CO,Democrat
Kehoe,James,1870-04-25,M,rep,FL,Democrat
Kellogg,Frank,1856-12-22,M,sen,MN,Republican
Key,John,1871-12-30,M,rep,OH,Democrat
Knox,Philander,1853-05-06,,sen,PA,Republican
La Follette,William,1860-11-30,M,rep,WA,Republican
Littlepage,Adam,1859-04-14,M,rep,WV,Democrat
Lobeck,Charles,1852-04-06,M,rep,NE,Democrat
Lunn,George,1873-06-23,M,rep,NY,Democrat
Martin,Charles,1856-05-20,M,rep,IL,Democrat
McCumber,Porter,1858-02-03,,sen,ND,Republican
McLemore,Atkins,1857-03-13,,rep,TX,Democrat
Meeker,Jacob,1878-10-07,M,rep,MO,Republican
Miller,Clarence,1872-03-13,,rep,MN,Republican
Myers,Henry,1862-10-09,M,sen,MT,Democrat
New,Harry,1858-12-31,M,sen,IN,Republican
Norton,Patrick,1876-05-17,M,rep,ND,Republican
O'Shaunessy,George,1868-05-01,M,rep,RI,Democrat
Oliver,Daniel,1865-10-06,M,rep,NY,Democrat
Overmyer,Arthur,1879-05-31,M,rep,OH,Democrat
Page,Carroll,1843-01-10,,sen,VT,Republican
Poindexter,Miles,1868-04-22,,sen,WA,Republican
Polk,Albert,1869-10-11,M,rep,DE,Democrat
Pomerene,Atlee,1863-12-06,,sen,OH,Democrat
Powers,Caleb,1869-02-01,,rep,KY,Republican
Pratt,Harry,1864-11-11,M,rep,NY,Republican
Price,Jesse,1863-08-15,,rep,MD,Democrat
Roberts,Edwin,1870-12-12,M,rep,NV,Republican
Rowland,Charles,1860-12-20,M,rep,PA,Republican
Russell,Joseph,1854-08-23,M,rep,MO,Democrat
Scott,George,1864-08-08,M,rep,IA,Republican
Scott,John,1873-07-06,M,rep,PA,Republican
Shackleford,Dorsey,1853-08-27,,rep,MO,Democrat
Sherley,Joseph,1871-11-28,M,rep,KY,Democrat
Shouse,Jouett,1879-12-10,,rep,KS,Democrat
Slayden,James,1853-06-01,M,rep,TX,Democrat
Smith,Charles,1870-09-14,M,rep,NY,Democrat
Snook,John,1862-12-18,M,rep,OH,Democrat
Stephens,Dan,1868-11-04,,rep,NE,Democrat
Sterling,Bruce,1870-09-28,,rep,PA,Democrat
Sterling,John,1857-02-01,M,rep,IL,Republican
Sulloway,Cyrus,1839-06-08,,rep,NH,Republican
Sutherland,Howard,1865-09-08,M,sen,WV,Republican
Swift,Oscar,1869-04-11,M,rep,NY,Republican
Switzer,Robert,1863-03-06,M,rep,OH,Republican
Talbott,Joshua,1843-07-29,M,rep,MD,Democrat
Templeton,Thomas,1867-11-08,M,rep,PA,Republican
Townsend,Charles,1856-08-15,M,sen,MI,Republican
Waldow,William,1882-08-26,M,rep,NY,Republican
Walker,John,1874-02-23,M,rep,GA,Democrat
Walton,William,1871-01-23,M,rep,NM,Democrat
White,George,1872-08-21,M,rep,OH,Democrat
Williams,John,1854-07-30,M,sen,MS,Democrat
Wolcott,Josiah,1877-10-31,M,sen,DE,Democrat
Woods,Frank,1868-12-11,M,rep,IA,Republican
Baird,David,1839-04-07,M,sen,NJ,Republican
Benet,Christie,1879-12-26,,sen,SC,Democrat
Drew,Irving,1845-01-08,,sen,NH,Republican
Gay,Edward,1878-05-05,M,sen,LA,Democrat
Guion,Walter,1849-04-03,M,sen,LA,Democrat
Henderson,Charles,1873-06-08,M,sen,NV,Democrat
Martin,George,1876-08-18,M,sen,KY,Democrat
Mulkey,Frederick,1874-01-06,M,sen,OR,Republican
Nugent,John,1868-06-28,M,sen,ID,Democrat
Pollock,William,1870-12-09,M,sen,SC,Democrat
Wilfley,Xenophon,1871-03-18,,sen,MO,Democrat
Alexander,Joshua,1852-01-22,M,rep,MO,Democrat
Andrews,William,1876-11-13,M,rep,MD,Republican
Babka,John,1884-03-16,M,rep,OH,Democrat
Baer,John,1886-03-29,M,rep,ND,Republican
Ball,Lewis,1861-09-21,M,sen,DE,Republican
Bankhead,John,1842-09-13,M,sen,AL,Democrat
Bee,Carlos,1867-07-08,,rep,TX,Democrat
Benson,Carville,1872-08-24,,rep,MD,Democrat
Bland,William,1861-01-21,M,rep,MO,Democrat
Booher,Charles,1848-01-31,M,rep,MO,Democrat
Browning,William,1850-04-11,M,rep,NJ,Republican
Brumbaugh,Clement,1863-02-28,,rep,OH,Democrat
Burnett,John,1854-01-20,M,rep,AL,Democrat
Caldwell,Charles,1875-06-18,M,rep,NY,Democrat
Candler,Ezekiel,1862-01-18,,rep,MS,Democrat
Carlin,Charles,1866-04-08,M,rep,VA,Democrat
Clark,James,1850-03-07,M,rep,MO,Democrat
Coady,Charles,1868-02-22,M,rep,MD,Democrat
Colt,LeBaron,1846-06-25,,sen,RI,Republican
Costello,Peter,1854-06-27,M,rep,PA,Republican
Currie,Gilbert,1882-09-19,,rep,MI,Republican
Dent,Stanley,1869-08-16,M,rep,AL,Democrat
Dewalt,Arthur,1854-10-11,M,rep,PA,Democrat
Dial,Nathaniel,1862-04-24,M,sen,SC,Democrat
Donovan,Jerome,1872-02-01,,rep,NY,Democrat
Dooling,Peter,1857-02-15,M,rep,NY,Democrat
Doremus,Frank,1865-08-31,M,rep,MI,Democrat
Elkins,Davis,1876-01-24,,sen,WV,Republican
Ellsworth,Franklin,1879-07-10,M,rep,MN,Republican
Emerson,Henry,1871-03-15,M,rep,OH,Republican
Esch,John,1861-03-20,M,rep,WI,Republican
Estopinal,Albert,1845-01-30,M,rep,LA,Democrat
Evans,Charles,1866-08-09,M,rep,NV,Democrat
Fall,Albert,1861-11-26,M,sen,NM,Republican
Farr,John,1857-07-18,M,rep,PA,Republican
Ferris,Scott,1877-11-03,,rep,OK,Democrat
Fitzgerald,John,1863-02-11,M,rep,MA,Democrat
Fuller,Alvan,1878-02-27,,rep,MA,Republican
Gallagher,Thomas,1850-07-06,M,rep,IL,Democrat
Gandy,Harry,1881-08-13,M,rep,SD,Democrat
Gard,Warren,1873-07-02,M,rep,OH,Democrat
Garland,Mahlon,1856-05-04,,rep,PA,Republican
Godwin,Hannibal,1873-11-03,,rep,NC,Democrat
Goldfogle,Henry,1856-05-23,M,rep,NY,Democrat
Goodall,Louis,1851-09-23,M,rep,ME,Republican
Goodwin,William,1866-05-02,M,rep,AR,Democrat
Grigsby,George,1874-12-02,M,rep,AK,
Hamill,James,1877-03-30,M,rep,NJ,Democrat
Hamilton,Edward,1857-12-09,M,rep,MI,Republican
Haskell,Reuben,1878-10-05,M,rep,NY,Republican
Helm,Harvey,1865-12-02,,rep,KY,Democrat
Hernández,Benigno,1862-02-13,,rep,NM,Republican
Hersman,Hugh,1872-07-08,M,rep,CA,Democrat
Hill,William,1876-03-23,M,rep,NY,Republican
