year,statement,,,
2011,See Volume HI and DTS #2011-2004.,,,
2011,"In the May 4, 2011, briefing, CIA Director Leon Panetta provided the following statement to the Senate Select Committee on Intelligence and the Senate Armed Services Committee (which mirrored similar statements by a ""senior administration official"" in a White House Press Briefing from May 2,2011)^^^^: ''The detainees in the post-9/11 period flagged for us that there were individuals that provided direct support to bin Ladin... and one ofthose identified was a courier who had the nickname Abu Ahmad al-Kuwaiti.",,,
2011,"See May 5,2011, six^ag^IA chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti""(DTS #2011-2004).",,,
2011,"^2^ee analysis provided to the Committee on April 18, 2011, by the CIA, based on CIA searches in 2011 of the Hjjjdatabase.",,,
2011,"analysis provided to the Committee on April 18, 2011, by the CIA, based on CIA searches in 2011 of the database.",,,
2011,"Proposal by CIA Contract Personnel to Use SERE-Based Interrogation Techniques Leads to the Development of the CIA's Enhanced Interrogation Techniques; The CIA Determines that ""the Interrogation Process Takes Precedence Over Preventative Medical Procedures "" See analysis provided to the Committee on April 18, 2011, by tlie CIA, based on CIA searches in 2011 of the IIB database.",,,
2011,"See email from: [REDACTED]; to [REDACTED]; cc: [REDACTED]; subject: ACTIONS from the GC Updat^hi^^ornine^ateT^^^^^^^I, at 12:15 PM; email from: to: [REDACTED]; cc: BHHHjBjREDACTro], [REDACTED], [REDACTED], subject: ACTIONS from the GC Update this Momjng^ate^^Bmimi|, at 1:23:31 PM; email from: [REDACTED]; cc: ^^^I^^HTfREDACTED]; subject: Re: ACTIONS from the GC Update this Mominj REQUEST FOR STATUS UPDATE; date: December | , 2003, at 10:47:32 AM; • • 3223 HEADQUARTERS See 34491 (051400Z MAR 03); Interview of [REDACTED] of the Office of the Inspector General, Maich 27, 2003; ;email from: to: [REDACTED]; cc: ^^H^^^Hj^^^^^^ubiectjRejUpdate; date: See, for example, (201133Z MAY 03); 38130 (121722Z MA Y 03); 38127(121714ZMAY03);^||^^^^^^B 38161 Page 100 of 499 UNCLASSIFIED TOP SECRET// /NOFORN REDACTED] and ^ 34575 38584 TOP SECRET// //NQFORN TOP UNCLASSIFIED Cables revealing that the CIA's enhanced interrogation techniques were used at CIA that were not designated as CIA detention sites.^^^ In the first half of 2003, the CIA interrogated four detainees with medicalcomplicationsintheirlowerextremities: twodetaineeshadabrokenfoot,onedetainee had a sprained ankle, and one detainee had a prosthetic leg.^*^^ CIA interrogators shackled each of these detainees in the standing position for sleep deprivation for extended periods of time until medical personnel assessed that they could not maintain the position.",,,
2011,"Ghulalsoprovidedno other information of substance on UBL facilitator Abu Ahmad al-Kuwaiti7^^ Nonetheless, on May 5, 2011, the CIA provided a document to the Committee entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti,"" which lists Hassan Ghul as a CIA detainee who was subjected to the CIA's enhanced interrogation techniques and whopmvided^TierOne|Mnfo Abu Ahmad to Bin Ladin.",,,
2011,"See CIA letter to the Senate Select Committee on Intelligence, dated May 5,2011, which includes a document entitled, ""Background Detainee Infomiation on Abu Ahmed al-Kuwaiti,"" with an accompanying six-page chart entitled, ""Detainee ReportingonAbi^hmed al-Kuwaiti"" (DTS #2011-2004).",,,
2011,"On September 19, 2011, the U.S. 11'^ Circuit Court of Appeals ruled the sentence was too lenient in part because it did not take in account Jose Padilla's prior criminal offenses.",,,
2011,"See open sources, to include press articles such as, ""Court Says Padilla Prison Sentence Too Lenient,"" Reuters, dated September 19, 2011.",,,
2011,"2011 13588 (171505Z JUL 03) UNCLASSIFIED immediatelysubjectedtotheCIA'senhancedinterrogationtechniques.^^^^ TheCIAstopped using the CIA's enhanced interrogation techniques on Ammar al-Baluchi on May 20, 2003.^""^^ A June 18, 2003, cable states that Ammar al-Baluchi denied that he and Sayf al-Rahman Paracha agreed to smuggle explosives into the United States.",,,
2011,"Information on the Facilitator that Led to the UBL Operation Shortly after the raid on the Usama bin Ladin (UBL) compound on May 1, 2011, which resulted in UBL's death, CIA officials described the role of reporting from the CIA's Detention and Interrogation Program in the operation—and in some cases connected the reporting to the use of the CIA's enhanced inteiTogation techniques.The vast majority of 2'33 Directorate of Intelligence, Al-Qa'ida's Waziristan Sanctuary Disrupted but Still Viable, 21 July 2004 (DTS #2004-3240).",,,
2011,"In addition to classified representations to the Committee, shortly after the operation targeting UBL on May 1, 2011, there were media reports indicating that the CIA's Detention and InteiTOgation Program had produced ""the lead infonnation "" that led to Abu Ahmad al-Kuwaiti, the UBL compound, and/or the overall operation that led to UBL's death.",,,
2011,"In an interview with Time Magazine, published May 4, 2011, Jose Rodriguez, the former CIA chief of CTC, stated that: ""Information provided by KSM and Abu Faraj al-Libbi about bin Laden's courier was the lead information tliat eventually led to the location of [bin Laden's] compound and the operation that led to his death.""",,,
2011,"Time Magazine, May 4, 2011 (italics added).",,,
2011,"See Transcript from Scott Hennen Show,dated May 3, 2011, with former CIA Director Michael Hayden; and interview with Fareed Zakaria, Fareed Zakaria GPS, CNN, May 8, 2011.",,,
2011,"See also ""The Waterboarding Trail to bin Laden,"" by Michael Mukasey, WallStreet Journal, May 6, 2011.",,,
2011,"Under the heading, ""The Public Roll-Out,"" the ""Lessons from the Hunt for Bin Ladin"" document explains that the CIA's Office of Public Affairs was ""formally brought into the [UBL] operation in lateMarch2011.""",,,
2011,"2139 Testimony from the CIA to the Senate Select Committee on Intelligence and the Senate Armed Services Committee on May 4, 2011.",,,
2011,"See transcript of Scott Hennen talk-radio show, dated May 3, 2011.",,,
2011,"2'''° See CIA letter to the Senate Select Committee on Intelligence dated May 5,2011, which includes a document entitled, ""Background Detainee Information on Abu Ahmad al-Kuwaiti,"" with an accompanying six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti"" (DTS #2011-2004).",,,
2011,"Forexample,inMay4,2011,CIAtestimony,aCIA officer explained how ""a couple of early detainees"" ""identi[fied]"" Abu Alimed al-Kuwaiti as someone close to UBL.",,,
2011,"As an additional example, see CIA documents and charts provided to the Committee (DTS #2011-2004) and described in this summary, in which the CIA ascribes value to specific intelligence acquired on al-Kuwaiti.",,,
2011,"That reporting is also highlighted in a CIA document, entitled, ""Background Detainee Information on Abu Ahmad al-Kuwaiti,"" dated May 4, 2011 (DTS #2011-2004).",,,
2011,"See intelligence chronolog^nVolui^^ including 63211 (30 JAN 2002); DIRECTOR (251833Z JUN 0 2 ) ; ^ 0 0 2 ; Mil I I 11II B B | l I HI I CIA (271730Z SEP02); I HI I I II II ' ' ' OCT02);| In testimony on May 4, 2011, the CIA informed the Coimnittee that ""From the beginning, CIA focused on the innercirclearoundbinLadin,thepeoplethatwerearoundhim,asawaytotryandgoafterbinLaden.""",,,
2011,SeeDTS #2011-2049.,,,
2011,"""^^^^ All of this information was acquired in 2002, prior to any reporting on Abu Ahmad al-Kuwaiti from CIA detainees.^ Within a day of the UBL operation, the CIA began providing classified briefings to Congress on the overall operation and the intelligence that led to the raid andUBL'sdeath.^^®^ OnMay2,2011,CIAofficials,includingCIADeputyDirectorMichael Morell, briefed the Committee.",,,
2011,"A second briefing occurred on May 4, 2011, when CIA Director Leon Panetta and other CIA officials briefed both the Senate Select Committee on Intelligence and the Senate Armed Services Committee.",,,
2011,"(¥Sy^|||||||||mi|||||//NF) For example, in the May 2, 2011, briefing, the CIA informed the Senate Select Committee on Intelligence that: ""However, there remained one primary line of investigation that was proving the most difficult to run to ground, and that was the case of a courier named Abu Ahmed al-Kuwaiti.",,,
2011,"CIA testimony of the Senate Select Committeeon Intelligence briefing on May 2, 2011 (DTS #2011-1941).",,,
2011,"See May 2, 2011, 12:03AM, White House ""Press Briefing by Senior Administration Officials on the Killing of Osama bin Laden.""",,,
2011,"The transcript, posted on the White House website (www.whitehouse.gov/the-press- office/2011/5/02/press-briefing-senior-administration-officials-killing-osama-bin-laden).",,,
2011,"Testimony of CIA Director Panetta, transcript of the May 4, 2011, briefing of the Senate Select Committee on Intelligence and the Senate Armed Services Committee (DTS #2011-2049).",,,
2011,"""^'^^ In the same May 4, 2011, briefing, a CIA officer elaborated on the previously provided statements and provided additional detail on how ""a couple of early detainees"" ""identi[fied]"" Abu Ahmad al-Kuwaiti as someone close to UBL: ""I think the clearest way to think about this is, in 2002 a couple ofearly detainees, Abu Zubaydah and an individual, Riyadh the Facilitator, talked about the activities ofan Abu Ahmed al-Kuwaiti.",,,
2011,"See CIA six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti,"" which lists 12 detainees in ""CIA Custody|WpTS #2011-2004).",,,
2011,"CIA testimony from CIA officer [REDACTED] and transcript of the Senate Select Committee on Intelligence and the Senate Armed Services Committee briefing on May 4, 2011.",,,
2011,(See DTS #2011-2049.),,,
2011,"As discussed in tliis summary and in greater detail in Volume II, the CIA provided additional information to the Committee on May 5, 2011, tliat listed Riyadh the Facilitator as a detainee in ""CIA custody,"" who was ""detained February 2002,"" and provided the referenced information.",,,
2011,See Volume HI and DTS #2011-2004.,,,
2011,"""^'®^^ At the May 4, 2011, briefing, a Senator asked, ""I guess what we're trying to get at here, or certainly I am, was any of this information obtained through [enhanced] interrogation measures?""",,,
2011,"See May 5,2011, six^ag^IA chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti""(DTS #2011-2004).",,,
2011,"CIA testimony from CIA officer [REDACTED] and transcript of the Senate Select Committee on Intelligence and the Senate Arnied Services Committee briefing on May 4, 2011 (DTS #2011-2049).",,,
2011,"The CIA subsequently provided the Committee with a letter dated May 5, 2011, which included a document entitled, ""Background Detainee Information on Abu Ahmad al-Kuwaiti,"" with an accompanying six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti"" (DTS #2011-2004).",,,
2011,"Third, as detailed in CIA-provided documents (DTS #2011- 2004), the CIA described Hassan Ghul's reporting as ""speculat[ive]"" both during and after the use of the CIA's enhanced interrogation techniques.",,,
2011,"ASeptember1,2005, Page 388 of 499 UNCLASSIFIED Kii M III I TOP UNCL A SSIFIED (i^S^^IIIIIIIIIIBIII^H^^^) 4, 2011, briefing, a Senator asked, ""ofthe people that you talked about as detainees that were interrogated, which of those were waterboarded and did theyprovideuniqueintelligenceinordertomakethiswholemissionpossible?",,,
2011,"For a listing of the 12 detainees, see CIA's six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti,"" which lists 12 detainees, all of whom are listed as being in ""CIA Custody"" (DTS #2011-2004).",,,
2011,"2011 13588 (171505Z JUL 03) UNCLASSIFIED immediatelysubjectedtotheCIA'senhancedinterrogationtechniques.^^^^ TheCIAstopped using the CIA's enhanced interrogation techniques on Ammar al-Baluchi on May 20, 2003.^""^^ A June 18, 2003, cable states that Ammar al-Baluchi denied that he and Sayf al-Rahman Paracha agreed to smuggle explosives into the United States.",,,
2011,"CIA testimony from CIA Director Panetta, and transcript of the Senate Select Committee on Intelligence and the Senate Armed Services Committee, May 4, 2011 (DTS #2011-2049)^^^ CIA record (""Call Details Incoming and Outgoing"") relating to calling activity for ||||||||m|| phone number ALEC • • (240057Z AUG 02).",,,
2011,"mil I Page 389 of 499 UNCLASSIFIED im IM III I UNCLASSIFIED associates of Usama bin Ladin""-^^^ and ""traveled frequently"" to ""meet with Usama bin Ladin/'2i98 The day after the classified briefing, on May 5, 2011, the CIA provided the Committee with a six-page chart entitled, ""Detainee Reporting on Abu Ahmad al- Kuwaiti,"" which accompanied a one-page document compiled by the CIA's CTC, entitled ""Background Detainee Information on Abu Ahmad al-Kuwaiti.",,,
2011,"See transcript of the Senate Select Committee on Intelligence and the Senate Armed Services Committee briefing on May 4, 2011 (DTS #2011-2049).",,,
2011,"As discussed in tliis summary and in greater detail in Volume II, the CIA provided additional information to the Committee on May 5, 2011, tliat listed Riyadh the Facilitator as a detainee in ""CIA custody,"" who was ""detained February 2002,"" and provided the referenced information.",,,
2011,"See CIA letter to the Senate Select Committee on Intelligence dated May 5,2011, which includes a document entitled, ""Background Detainee Information on Abu Ahmad al-Kuwaiti,"" with an accompanying six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti"" (DTS #2011-2004).",,,
2011,"""-^""^^ See CIA letter to the Senate Select Committee on Intelligence dated May 5, 2011, which includes a document entitled, ""Background Detainee Information on Abu Ahmad al-Kuwaiti,"" with an accompanying six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti"" (DTS #2011-2004).",,,
2011,"""^'^^ In the same May 4, 2011, briefing, a CIA officer elaborated on the previously provided statements and provided additional detail on how ""a couple of early detainees"" ""identi[fied]"" Abu Ahmad al-Kuwaiti as someone close to UBL: ""I think the clearest way to think about this is, in 2002 a couple ofearly detainees, Abu Zubaydah and an individual, Riyadh the Facilitator, talked about the activities ofan Abu Ahmed al-Kuwaiti.",,,
2011,"• The May 5, 2011, CIA chart represents that all 12 detainees (12/12: 100 percent) providing ""Tier 1"" intelligence—information that ""linked Abu Ahmad to Bin Ladin""^^^^—were detainees in CIA custody.",,,
2011,"""^^^^ All of this information was acquired in 2002, prior to any reporting on Abu Ahmad al-Kuwaiti from CIA detainees.^ Within a day of the UBL operation, the CIA began providing classified briefings to Congress on the overall operation and the intelligence that led to the raid andUBL'sdeath.^^®^ OnMay2,2011,CIAofficials,includingCIADeputyDirectorMichael Morell, briefed the Committee.",,,
2011,"See intelligence chronolog^nVolui^^ including 63211 (30 JAN 2002); DIRECTOR (251833Z JUN 0 2 ) ; ^ 0 0 2 ; Mil I I 11II B B | l I HI I CIA (271730Z SEP02); I HI I I II II ' ' ' OCT02);| In testimony on May 4, 2011, the CIA informed the Coimnittee that ""From the beginning, CIA focused on the innercirclearoundbinLadin,thepeoplethatwerearoundhim,asawaytotryandgoafterbinLaden.""",,,
2011,"The May 5, 2011, CIA chart also states that nine of the 12 (9/12: 75 percent) ""CIA detainees"" providing ""Tier 1"" intelligence were subjected to the CIA's enhanced interrogation techniques.",,,
2011,"""^-^^ TheserelevantdetailswereomittedfromtheCIAdocuments.-^®^ The May 5, 2011, CIA chart also states that of the 13 detainees ""who provided general information on Abu Ahmad,"" labeled as ""Tier!""",,,
2011,"See intelligence chronology in Volume II and CIA testimony from May 4, 2011.",,,
2011,"See CIA letter to the Senate Select Committee on Intelligence, dated May 5,2011, which includes a document entitled, ""Background Detainee Infomiation on Abu Ahmed al-Kuwaiti,"" with an accompanying six-page chart entitled, ""Detainee ReportingonAbi^hmed al-Kuwaiti"" (DTS #2011-2004).",,,
2011,"See CIA six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti,"" which lists 12 detainees in ""CIA Custody|WpTS #2011-2004).",,,
2011,"That reporting is also highlighted in a CIA document, entitled, ""Background Detainee Information on Abu Ahmad al-Kuwaiti,"" dated May 4, 2011 (DTS #2011-2004).",,,
2011,"DraftsectionsoftheStudywerepreparedand distributed to the full Committee membership beginning in October 2011 and this process continued through to the Committee's vote to approve the full Committee Study on December 13,2012.",,,
2011,"As an additional example, see CIA documents and charts provided to the Committee (DTS #2011-2004) and described in this summary, in which the CIA ascribes value to specific intelligence acquired on al-Kuwaiti.",,,
2011,"See CIA letter to the Senate Select Committee on Intelligence dated May 5,2011, which includes a document entitled, ""Background Detainee Information on Abu Ahmad al-Kuwaiti,"" with an accompanying six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti"" (DTS #2011-2004).",,,
2011,"2'''° See CIA letter to the Senate Select Committee on Intelligence dated May 5,2011, which includes a document entitled, ""Background Detainee Information on Abu Ahmad al-Kuwaiti,"" with an accompanying six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti"" (DTS #2011-2004).",,,
2011,"ASeptember1,2005, Page 388 of 499 UNCLASSIFIED Kii M III I TOP UNCL A SSIFIED (i^S^^IIIIIIIIIIBIII^H^^^) 4, 2011, briefing, a Senator asked, ""ofthe people that you talked about as detainees that were interrogated, which of those were waterboarded and did theyprovideuniqueintelligenceinordertomakethiswholemissionpossible?",,,
2011,"Information on the Facilitator that Led to the UBL Operation Shortly after the raid on the Usama bin Ladin (UBL) compound on May 1, 2011, which resulted in UBL's death, CIA officials described the role of reporting from the CIA's Detention and Interrogation Program in the operation—and in some cases connected the reporting to the use of the CIA's enhanced inteiTogation techniques.The vast majority of 2'33 Directorate of Intelligence, Al-Qa'ida's Waziristan Sanctuary Disrupted but Still Viable, 21 July 2004 (DTS #2004-3240).",,,
2011,"For a listing of the 12 detainees, see CIA's six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti,"" which lists 12 detainees, all of whom are listed as being in ""CIA Custody"" (DTS #2011-2004).",,,
2011,"See email from: [REDACTED]; to [REDACTED]; cc: [REDACTED]; subject: ACTIONS from the GC Updat^hi^^ornine^ateT^^^^^^^I, at 12:15 PM; email from: to: [REDACTED]; cc: BHHHjBjREDACTro], [REDACTED], [REDACTED], subject: ACTIONS from the GC Update this Momjng^ate^^Bmimi|, at 1:23:31 PM; email from: [REDACTED]; cc: ^^^I^^HTfREDACTED]; subject: Re: ACTIONS from the GC Update this Mominj REQUEST FOR STATUS UPDATE; date: December | , 2003, at 10:47:32 AM; • • 3223 HEADQUARTERS See 34491 (051400Z MAR 03); Interview of [REDACTED] of the Office of the Inspector General, Maich 27, 2003; ;email from: to: [REDACTED]; cc: ^^H^^^Hj^^^^^^ubiectjRejUpdate; date: See, for example, (201133Z MAY 03); 38130 (121722Z MA Y 03); 38127(121714ZMAY03);^||^^^^^^B 38161 Page 100 of 499 UNCLASSIFIED TOP SECRET// /NOFORN REDACTED] and ^ 34575 38584 TOP SECRET// //NQFORN TOP UNCLASSIFIED Cables revealing that the CIA's enhanced interrogation techniques were used at CIA that were not designated as CIA detention sites.^^^ In the first half of 2003, the CIA interrogated four detainees with medicalcomplicationsintheirlowerextremities: twodetaineeshadabrokenfoot,onedetainee had a sprained ankle, and one detainee had a prosthetic leg.^*^^ CIA interrogators shackled each of these detainees in the standing position for sleep deprivation for extended periods of time until medical personnel assessed that they could not maintain the position.",,,
2011,"The CIA subsequently provided the Committee with a letter dated May 5, 2011, which included a document entitled, ""Background Detainee Information on Abu Ahmad al-Kuwaiti,"" with an accompanying six-page chart entitled, ""Detainee Reporting on Abu Ahmad al-Kuwaiti"" (DTS #2011-2004).",,,
2011,"DraftsectionsoftheStudywerepreparedand distributed to the full Committee membership beginning in October 2011 and this process continued through to the Committee's vote to approve the full Committee Study on December 13,2012.",,,
2012,"From early 2009 to late 2012, a small group of Committee staffreviewed the more than six million pages of CIA materials, to include operational cables, intelligence reports, internal memoranda and emails, briefing materials, interview transcripts, contracts,andotherrecords.",,,
2012,"DraftsectionsoftheStudywerepreparedand distributed to the full Committee membership beginning in October 2011 and this process continued through to the Committee's vote to approve the full Committee Study on December 13,2012.",,,
2012,"Following the December 2012 vote, the Committee Study was sent to the President and appropriate parts of the Executive Branch for comments by February 15, 2013.",,,
2012,"""^""^ 1813 11746 CIA's June 2013 Response highlights the following statement in the December 13, 2012, Committee Study: ""It is possible that the sourcing for CIA claims that *as a result of the use of EITs' Abu Zubaydah provided information that 'played a key role in the ultimate capture of Ramzi Bin al-Shibh,' are related to Abu Zubaydah's information indicating that Hassan Ghul could be located through [the well-known associate].""",,,
2012,"and Conclusions TQPSECRETm //NQFQRN Approved December 13, 2012 Updatedfor Release April 3, 2014 Deelassiftcatipri Revisions December 3, 2014 Page 1 of 19 UNCLASSIFIED UNCLASSIFIED The Committee makes the following findings and conclusions: #1: The CIA's use of its enhanced interrogation techniques was not an effective means of acquiring intelligence or gaining cooperation from detainees.",,,
2012,"(See WASHINGTON ^Bf(232012Z MAY 02), CIA (032022Z APR 02); 17743 (051408Z MAR 02); DIRECTOR (161821Z JUL 03X^A1-Hawsawi's arrest on March 1, 2003, was unrelated to any reporting from CIA detainees.",,,
2012,"Committee Memorandum for the Record, ""Staff Briefing with Bob Deitz on his Inquiry into the Investigative Practices of the CIA Inspector General,"" October 17, 2007 (DTS #2007-4166); Committee Memorandum for the Record, ""Notes from Meetings with John Helgerson and Bob Deitz in late 2007 and early 2008"" (DTS #2012-4203); Committee Memorandum for the Record, ""StaffBriefing with CIA Inspector General John Helgerson"" (DTS #2007- 4165).",,,
2012,2441 HEADQUART^^HI^^HH^^I; 1635 HEADQUARTERS 1775 173426 Congressional Notification (DTS #2012-3802).,,,
2012,"HEADQUARTERS JUN 04) [REDACTED] 5759 03); ALEC 03); ALEC 03) /NOFORN TOP SECRET/i Page 19 of 19 UNCLASSIFIED TOP SECRET// //NQFQRN UNCL A SSIFIED Senate Select Committee oii Inteffigeiice Committee Study ofthe CIA's Detention andInterrogation Program Executive Summary Approved December 13, 2012 Updatedfor Release April 3, 2014 Declassification Revisions Deceniber 3, 2014 TQPSECRET// //NOFQRN Page 1 of 499 U M C lL A S S riE D C.",,,
2012,"In meetings between the Committee staff and tlie CIA in the summer of 2013, tlie CIA was unable to explain the details ofthe photograpM^nclude the buckets, solution, and watering can, as well as the waterboard's presence at DETENTION SITEI^BB- response to the allegations in the September 2012 Human Rights Watchreport,theCIAstated: ""Theagencyhasbeenontherecordthattherearethreesubstantiatedcasesinwhich detaineesweresubjectedtothewaterboardingtechniqueundertheprogram.""",,,
2012,"The CIA's September 2012 ""Lessons from the Hunt for Bin Ladin,"" (DTS #2012-3826) compiled by the CIA's Center for the Study of Intelligence, indicates that the CIA sought to publicly attribute the UBL operation to detainee reporting months prior to the execution of the operation.",,,
2012,"From early 2009 to late 2012, a small group of Committee staffreviewed the more than six million pages of CIA materials, to include operational cables, intelligence reports, internal memoranda and emails, briefing materials, interview transcripts, contracts,andotherrecords.",,,
2012,"Committee Memorandum for the Record, ""Staff Briefing with Bob Deitz on his Inquiry into the Investigative Practices of the CIA Inspector General,"" October 17, 2007 (DTS #2007-4166); Committee Memorandum for the Record, ""Notes from Meetings with John Helgerson and Bob Deitz in late 2007 and early 2008"" (DTS #2012-4203); Committee Memorandum for the Record, ""StaffBriefing with CIA Inspector General John Helgerson"" (DTS #2007- 4165).",,,
2012,"(U) On December 13, 2012, the Senate Select Committee on InteUigence approved the CommitteeStudy ofthe CIA's Detention and Interrogation Program (""Committee Study"") by a bipartisan vote of 9-6.",,,
2012,"The CIA has informed the Committee that it has provided the Committee with all CIA records related to the CIA's Detention and Interrogation Program.^ The document production phase lasted more than three years, produced more than six million pages of material, and was completed in July 2012.",,,
2012,"For example, in January 2002, the CIA received reporting from a detainee in the custody of a foreign government who provided a physical description of a Kuwaiti named Abu Ahmad who attended a terrorist training camp.^^^^ The October 3, 2012, ""Lessonsfor the Huntfor Bin Ladin"" document states that ""[i]n sum, 25 detainees provided information on Abu Ahmad al-Kuwaiti, his al-Qa'ida membership, and his historic role as a courierfor Bin Ladin.""",,,
2012,1036 #2009-1258; DTS #2012-4008.,,,
2012,"CIA records indicate Kliallad bin Attasl^ls^ownplaye^h^ral^^^ Ahmad al-Kuwaiti, stating several Page 393 of 499 UNCLASSIFIED TOP UNCLASSIFIED remaining two provided limited, non-unique, corroborative r e p o r t i n g T h e sixth, Abu Zubaydah, who was detained on March 28, 2002, and subjected to the CIA's enhanced interrogation techniques in August 2002, did not provide information on Abu Ahmad al- Kuwaiti until August 25, 2005, intelligence that, as noted, was described by CIA officers at the time as ""speculative,""-^-® The October 3, 2012, ""Lessonsfor the Huntfor Bin Ladin"" document also states that ""only two [detainees] (KSMand Abu Zubaydah) had been waterboarded.",,,
2012,"^ From January 2, 2008, to August 30, 2012, the Department of Justice conducted a separate investigation into various aspects of the CIA's Detention and Interrogation Program, witli tlie possibility of criminal prosecutions of CIA personnel and contractors.",,,
2012,10644 (201235Z AUG 02) III!,,,
2012,"On October 3, 2012, the CIA provided the Committee with a document entitled, ""Lessons for the Hunt for Bin Ladin,"" completed in September 2012 by the See intelligence chronology in Volume n, including CIA recor^Xall Details Incoming and Outgoing"") relating to calling activity for B H j U l ^ e number 4 H H ; ALECl^HgipOSTZ AUG 02); [REDACTED] 65902 (080950ZAUG02); ALECHHB(092204ZAUG0^^^^^^||idated 17September2001; [REDACTED] 60077 (09/17/2001); DIRECTOR • • (221240Z AUG 02); and DIRECTOR • • (251833Z JUN 02).",,,
2012,10644 (201235Z AUG 02) 10586 (041559Z AUG 02) 10586 (041559Z AUG 02); • • • 10644 (201235Z AUG 02) 10644 (201235Z AUG 02) 10586 (041559Z AUG 02).,,,
2012,10644 (201235Z AUG 02).,,,
2012,"However, on October 25, 2013, the CIA responded in writing that the December 13, 2012, Committee Study was correct, and confirmed that tlie ""first report from Abu Zubaydah discussing Abu Ahmad al-Kuwaiti was in 2003.""",,,
2012,"10644 (201235Z AUG 02) 10667 (231206ZAUG 02);| 10615 (120619Z AUG 02) 10644 (201235Z AUG 02) 10604 (091624Z AUG 02) 10607 (100335Z AUG 02) 10672 (240229Z AUG 02) Page 42 of 499 UNCLASSIFIED TOP SECRET// //NOFORN TOP SECRET// //NOFORN of the CIA's enhanced interrogation techniques, including waterboarding.",,,
2012,"10644 (201235Z AUG 02) 10643 (191518Z AUG 02) 10643 (191518Z AUG 02) Page 43 of 499 UNCLASSIFIED (130034Z AUG 02); ALEC TOP SECRET// //NOFORN TOP SECRET// //NOFQRN UNCLASSIFIED unresponsive,withbubblesrisingthroughhisopen,fullmouth.",,,
2012,• • • 10644 (201235Z AUG 02) 10644 (201235Z AUG 02) 10644 (201235Z AUG 02) TheCommitteeusessole-sourceintelligencereportinginthissummary.,,,
2012,"CIA records indicate tiiat prior to receiving any information from CIA detainees, the CIA had collected: The CIA's June 2013 Response states that the December 13, 2012, Committee Study ""inconectly characterizes the intelligence we had on Abu Alimad before acquiring information on him from detainees in CIA custody as 'critical.'""",,,
2012,"10883 (182127Z MAR 03), disseminated as 11717 (201722Z MA Y 03), disseminated as 10941 (221506Z MAR 03); 10950 (222127Z MAR 03) ; ALEC 11377 (231943Z APR 03), disseminated as P 10798 (131816Z MAR 03), disseminated as I(192314ZMAY03);••• 11717(201222ZMAY 10778 (121549Z MAR 03), disseminated as 122939 (031541Z JUL 04); 10883 (182127Z MAR 03), disseminated as 10942 (2216I0Z MAR 03), disseminated as 03), disseminated as 12095 (222049Z JUN 03) 10942 (221610Z MAR 03), disseminated as Page 214 of 499 UNCLASSIFIED H H H 10948 (222101Z MAR nil 'ii ( III I iii|i| 139 (051956Z APR 03) 1281 (130801Z JUN 04); | [REDACTED], TOP SECRET// //NQFORN UNCLASSIFIED wouldlaterrecant.^-^^ OnMay3,2003,CIAofficersrecommendedrevisitingtheinformation KSM had provided ""during earlier stages of his interrogation process,"" noting that ""he has told us that he said some things during this phase to get the enhanced measures to stop, therefore some of this information may be suspect.""",,,
2012,"HEADQUARTERS JUN 04) [REDACTED] 5759 03); ALEC 03); ALEC 03) /NOFORN TOP SECRET/i Page 19 of 19 UNCLASSIFIED TOP SECRET// //NQFQRN UNCL A SSIFIED Senate Select Committee oii Inteffigeiice Committee Study ofthe CIA's Detention andInterrogation Program Executive Summary Approved December 13, 2012 Updatedfor Release April 3, 2014 Declassification Revisions Deceniber 3, 2014 TQPSECRET// //NOFQRN Page 1 of 499 U M C lL A S S riE D C.",,,
2012,ALEC^HH(072002Z MAY 03) DIRECTOR^BH (121550Z JUN 03) ^ ^ • ^ ^ 3 4 (30I710Z APR 03); 11448 (301141Z APR 03) ALEC]BH(022012ZMAY03).,,,
2012,"*^8' [REDACTED] 5293 582 [REDACTED] 5417 details on detainees in Count See also FREDACTEDl 5327 MA Y 03); 39582 (041743Z JUN 03); 38597 (201225Z MAY 03); Water dousing was categorized as a ""standard|^interTOgatioiUecl^^ .",,,
2012,See V olume 111 for additional 38596 (201220Z MA Y 03); 38557 (191641ZM A Y 03); 39101••• MAY03).,,,
